precinct,ballot_type,registered,ballots_cast,turnout,GARY_JOHNSON,MARC_FELDMAN,RHETT_WHITE_FEATHER_SMITH,JOY_WAYMIRE,STEVE_KERBEL,JOHN_HALE,JOHN_MCAFEE,CECIL_INCE,AUSTIN_PETERSEN,DARRYL_W._PERRY,DERRICK_M._REID,"JACK_ROBINSON,_JR.",WRITE-IN,over_votes,under_votes
9217,VBM,7,2,28.57,1,,,,,,,,,,,,1,,
9218,Election_Day,11,2,18.18,,,,,,,1,,,,,,,,1
9218,VBM,11,1,9.09,,,,,,,1,,,,,,,,
9219,Election_Day,15,2,13.33,1,,,,,,,,,,,,,,1
9219,VBM,15,0,0,,,,,,,,,,,,,,,
9221,Election_Day,3,1,33.33,,1,,,,,,,,,,,,,
9221,VBM,3,2,66.67,,,,,,1,,,,,,,,,1
9222,Election_Day,7,0,0,,,,,,,,,,,,,,,
9222,VBM,7,1,14.29,,,,1,,,,,,,,,,,
9223,Election_Day,3,0,0,,,,,,,,,,,,,,,
9223,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9224,Election_Day,5,0,0,,,,,,,,,,,,,,,
9224,VBM,5,1,20,,,,,,,1,,,,,,,,
9225,Election_Day,8,3,37.5,2,,,,,,,,,,,,,,1
9225,VBM,8,2,25,1,,,,,,,,,,,,1,,
9226,Election_Day,11,0,0,,,,,,,,,,,,,,,
9226,VBM,11,3,27.27,2,,,,,,,,,,,,,,1
9227,Election_Day,9,2,22.22,1,,,,,,,,1,,,,,,
9227,VBM,9,4,44.44,3,,,,,,,,,,,,,,1
9228,Election_Day,2,1,50,1,,,,,,,,,,,,,,
9228,VBM,2,0,0,,,,,,,,,,,,,,,
9229,Election_Day,1,2,200,,,,,,,1,,,,,,,,1
9229,VBM,1,0,0,,,,,,,,,,,,,,,
9231,Election_Day,6,2,33.33,2,,,,,,,,,,,,,,
9231,VBM,6,1,16.67,1,,,,,,,,,,,,,,
9232,Election_Day,2,0,0,,,,,,,,,,,,,,,
9232,VBM,2,0,0,,,,,,,,,,,,,,,
9233,Election_Day,2,4,200,3,,,,,,,,,,,1,,,
9233,VBM,2,2,100,1,,,,,,,,,,,,,,1
9234,Election_Day,1,0,0,,,,,,,,,,,,,,,
9234,VBM,1,1,100,,1,,,,,,,,,,,,,
9235,Election_Day,7,2,28.57,,1,,,,,,,,,,,,,1
9235,VBM,7,3,42.86,2,,,,,,,,,,,,,,1
9236,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
9236,VBM,6,0,0,,,,,,,,,,,,,,,
9237,Election_Day,10,1,10,1,,,,,,,,,,,,,,
9237,VBM,10,3,30,1,,,,,,,,,,,,,,2
9238,Election_Day,1,0,0,,,,,,,,,,,,,,,
9238,VBM,1,1,100,,,,,,,,,,,,,,,1
9239,Election_Day,3,0,0,,,,,,,,,,,,,,,
9239,VBM,3,0,0,,,,,,,,,,,,,,,
9241,Election_Day,12,1,8.33,1,,,,,,,,,,,,,,
9241,VBM,12,5,41.67,4,,,,,,1,,,,,,,,
9242,Election_Day,5,0,0,,,,,,,,,,,,,,,
9242,VBM,5,3,60,,,1,,,,,,,,,,1,,1
9243,Election_Day,2,0,0,,,,,,,,,,,,,,,
9243,VBM,2,0,0,,,,,,,,,,,,,,,
9244,Election_Day,5,0,0,,,,,,,,,,,,,,,
9244,VBM,5,0,0,,,,,,,,,,,,,,,
9245,Election_Day,3,1,33.33,,,,,,,,,,,,,,,1
9245,VBM,3,0,0,,,,,,,,,,,,,,,
9246,Election_Day,6,0,0,,,,,,,,,,,,,,,
9246,VBM,6,2,33.33,2,,,,,,,,,,,,,,
9247,Election_Day,6,4,66.67,1,,,,,,,,1,,,,1,,1
9247,VBM,6,2,33.33,1,,,,,,1,,,,,,,,
9248,Election_Day,9,1,11.11,1,,,,,,,,,,,,,,
9248,VBM,9,2,22.22,2,,,,,,,,,,,,,,
9249,Election_Day,4,1,25,1,,,,,,,,,,,,,,
9249,VBM,4,1,25,1,,,,,,,,,,,,,,
9251,Election_Day,1,1,100,1,,,,,,,,,,,,,,
9251,VBM,1,0,0,,,,,,,,,,,,,,,
9252,Election_Day,6,4,66.67,3,,,,,,,,,,,,,,1
9252,VBM,6,2,33.33,1,,,,,,,,,,,,,,1
9253,Election_Day,4,0,0,,,,,,,,,,,,,,,
9253,VBM,4,4,100,2,1,,,,,1,,,,,,,,
9254,Election_Day,6,0,0,,,,,,,,,,,,,,,
9254,VBM,6,1,16.67,,,1,,,,,,,,,,,,
9255,Election_Day,3,0,0,,,,,,,,,,,,,,,
9255,VBM,3,0,0,,,,,,,,,,,,,,,
9256,Election_Day,1,0,0,,,,,,,,,,,,,,,
9256,VBM,1,1,100,1,,,,,,,,,,,,,,
9257,Election_Day,1,0,0,,,,,,,,,,,,,,,
9257,VBM,1,1,100,1,,,,,,,,,,,,,,
9258,Election_Day,4,1,25,,,,,,,1,,,,,,,,
9258,VBM,4,1,25,1,,,,,,,,,,,,,,
9401,Election_Day,9,2,22.22,,,,,,,1,,,,,,,,1
9401,VBM,9,0,0,,,,,,,,,,,,,,,
9402,Election_Day,6,2,33.33,1,,,,,,,,,,,,,,1
9402,VBM,6,0,0,,,,,,,,,,,,,,,
9403,Election_Day,2,1,50,,,,,,,,,,,,,,,1
9403,VBM,2,3,150,,,,,,,,,,,,,2,,1
9404,Election_Day,3,2,66.67,1,,,,,,,,,,,,1,,
9404,VBM,3,3,100,,,,,,,,,,,,,,,3
9405,Election_Day,3,0,0,,,,,,,,,,,,,,,
9405,VBM,3,1,33.33,,,,,,,,,,,,,1,,
9406,Election_Day,4,1,25,,,,,,,,,,,,,,,1
9406,VBM,4,0,0,,,,,,,,,,,,,,,
9407,Election_Day,4,0,0,,,,,,,,,,,,,,,
9407,VBM,4,1,25,,,,,,,,,,,,,,,1
9408,Election_Day,2,2,100,,,,,,,,,,,,,,,2
9408,VBM,2,2,100,1,,,,,,,,,,,,1,,
9409,Election_Day,5,1,20,,,,,,,,,,,,,1,,
9409,VBM,5,1,20,,,,,,,,,,,,,1,,
9411,Election_Day,12,2,16.67,1,,,,,1,,,,,,,,,
9411,VBM,12,5,41.67,3,,,,,,1,,,,,1,,,
9412,Election_Day,3,2,66.67,1,,,,,,,,,,1,,,,
9412,VBM,3,0,0,,,,,,,,,,,,,,,
9413,Election_Day,7,2,28.57,1,,,,,,,,,,,,,,1
9413,VBM,7,3,42.86,1,,,,,1,1,,,,,,,,
9414,Election_Day,5,0,0,,,,,,,,,,,,,,,
9414,VBM,5,1,20,,,,,,,,,,,,,,,1
9415,Election_Day,2,1,50,1,,,,,,,,,,,,,,
9415,VBM,2,2,100,1,,,,,,,,,,,,1,,
9416,Election_Day,0,0,0,,,,,,,,,,,,,,,
9416,VBM,0,1,0,,,,,,,,,,,,,,,1
9417,Election_Day,4,1,25,,,,,,,,,,,,,,,1
9417,VBM,4,1,25,,,,,,,,,,,,,,,1
9418,Election_Day,10,1,10,,,,,,,,,,,,,1,,
9418,VBM,10,4,40,3,,,,,,1,,,,,,,,
9419,Election_Day,4,4,100,,,,,,1,1,,,,,,1,1,
9419,VBM,4,4,100,,1,1,,,,1,,,,,1,,,
9421,Election_Day,4,0,0,,,,,,,,,,,,,,,
9421,VBM,4,4,100,2,,,,,,1,,,,1,,,,
9422,Election_Day,6,1,16.67,,,,,,,,,,,,,1,,
9422,VBM,6,1,16.67,1,,,,,,,,,,,,,,
9423,Election_Day,0,0,0,,,,,,,,,,,,,,,
9423,VBM,0,1,0,,,,,,,,,1,,,,,,
9424,Election_Day,5,0,0,,,,,,,,,,,,,,,
9424,VBM,5,1,20,,,,,,,1,,,,,,,,
9425,Election_Day,6,0,0,,,,,,,,,,,,,,,
9425,VBM,6,3,50,,,,,,,,,,,,,1,,2
9426,Election_Day,2,0,0,,,,,,,,,,,,,,,
9426,VBM,2,3,150,,,,,,,,,,,,,1,,2
9427,Election_Day,0,0,0,,,,,,,,,,,,,,,
9427,VBM,0,2,0,,,,,,,,,,,,,2,,
9428,Election_Day,4,1,25,1,,,,,,,,,,,,,,
9428,VBM,4,3,75,2,,,,,,,,,,,,1,,
9429,Election_Day,4,1,25,,,1,,,,,,,,,,,,
9429,VBM,4,0,0,,,,,,,,,,,,,,,
9431,Election_Day,3,0,0,,,,,,,,,,,,,,,
9431,VBM,3,2,66.67,,,,,,,1,,,,,,,,1
9432,Election_Day,5,1,20,1,,,,,,,,,,,,,,
9432,VBM,5,2,40,,,,,,,,,,1,,,,,1
9433,Election_Day,5,2,40,1,,,,,,1,,,,,,,,
9433,VBM,5,2,40,1,,1,,,,,,,,,,,,
9434,Election_Day,4,3,75,1,,,,,,,,,,,,,,2
9434,VBM,4,0,0,,,,,,,,,,,,,,,
9435,Election_Day,1,0,0,,,,,,,,,,,,,,,
9435,VBM,1,1,100,,,,,,,,,,,,,,,1
9436,Election_Day,5,3,60,2,,,,,,,,,,,,1,,
9436,VBM,5,0,0,,,,,,,,,,,,,,,
9437,Election_Day,5,2,40,1,,,,,,,,,,,,,,1
9437,VBM,5,2,40,2,,,,,,,,,,,,,,
9438,Election_Day,8,5,62.5,2,,,,,,,,1,,,,1,,1
9438,VBM,8,3,37.5,1,,,,,,,,,,,,1,,1
9439,Election_Day,7,2,28.57,1,,,,,,1,,,,,,,,
9439,VBM,7,3,42.86,1,,,,,,1,,,,,,,,1
9441,Election_Day,6,3,50,,,,,,1,1,,,,,,,,1
9441,VBM,6,1,16.67,,,,,,,,,,,,,1,,
9442,Election_Day,1,0,0,,,,,,,,,,,,,,,
9442,VBM,1,3,300,,,,,,,,,,,,,2,,1
9443,Election_Day,1,1,100,1,,,,,,,,,,,,,,
9443,VBM,1,2,200,,,,1,,,,1,,,,,,,
9444,Election_Day,5,0,0,,,,,,,,,,,,,,,
9444,VBM,5,3,60,,,,,,,,,,,,,1,,2
9445,Election_Day,8,1,12.5,,,,,,,,,,,,,1,,
9445,VBM,8,6,75,,,,,,,,,,1,,,1,,4
9446,Election_Day,6,3,50,1,,,,,,,,,,,,1,,1
9446,VBM,6,2,33.33,,,1,,,,,,,,,,1,,
9447,Election_Day,11,2,18.18,2,,,,,,,,,,,,,,
9447,VBM,11,5,45.45,,,,1,,,,,,,,,1,,3
9448,Election_Day,8,1,12.5,,,,,,,,,,,,,,,1
9448,VBM,8,3,37.5,2,,,,,,,,,,,1,,,
9449,Election_Day,7,0,0,,,,,,,,,,,,,,,
9449,VBM,7,4,57.14,2,,,,,,,,,,,,,,2
9451,Election_Day,1,2,200,,,,,,,,,,1,,,,,1
9451,VBM,1,1,100,1,,,,,,,,,,,,,,
9452,Election_Day,4,2,50,2,,,,,,,,,,,,,,
9452,VBM,4,3,75,1,,,,,,,,2,,,,,,
9453,Election_Day,2,1,50,,,,,,,,,,,,,,,1
9453,VBM,2,0,0,,,,,,,,,,,,,,,
9501,Election_Day,2,0,0,,,,,,,,,,,,,,,
9501,VBM,2,0,0,,,,,,,,,,,,,,,
9502,Election_Day,2,1,50,1,,,,,,,,,,,,,,
9502,VBM,2,1,50,,,,,,,1,,,,,,,,
9503/9504,Election_Day,7,1,14.29,1,,,,,,,,,,,,,,
9503/9504,VBM,7,2,28.57,2,,,,,,,,,,,,,,
9505,Election_Day,6,0,0,,,,,,,,,,,,,,,
9505,VBM,6,0,0,,,,,,,,,,,,,,,
9506,Election_Day,7,3,42.86,1,,,,,,,,,,,,1,,1
9506,VBM,7,0,0,,,,,,,,,,,,,,,
9507,Election_Day,6,0,0,,,,,,,,,,,,,,,
9507,VBM,6,3,50,,,,,,,1,,,1,,,1,,
9508,Election_Day,8,2,25,,,,,,,,,,,,,1,,1
9508,VBM,8,0,0,,,,,,,,,,,,,,,
9509,Election_Day,1,0,0,,,,,,,,,,,,,,,
9509,VBM,1,0,0,,,,,,,,,,,,,,,
9511,Election_Day,9,2,22.22,1,,,,,,,,,,,,,,1
9511,VBM,9,0,0,,,,,,,,,,,,,,,
9512,Election_Day,5,1,20,,,,,,,,,,,,,,,1
9512,VBM,5,1,20,,,,,,,,,,,,,1,,
9513,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
9513,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9514/9522,Election_Day,7,1,14.29,,,,,,,,,,,,,1,,
9514/9522,VBM,7,0,0,,,,,,,,,,,,,,,
9515,Election_Day,7,3,42.86,2,,,,,,1,,,,,,,,
9515,VBM,7,2,28.57,1,,,,,,,,,,,,,,1
9516,Election_Day,6,2,33.33,1,,,,,,,,,,,,1,,
9516,VBM,6,1,16.67,,,,,,,,,,,,,1,,
9517,Election_Day,6,2,33.33,1,,,,,,,,,,,,,,1
9517,VBM,6,1,16.67,,,,,,,,,,,,,1,,
9518,Election_Day,11,2,18.18,1,,,,,,,,,,,,,,1
9518,VBM,11,6,54.55,2,,,,,,,1,,,,,1,,2
9519,Election_Day,5,4,80,2,,,,,,2,,,,,,,,
9519,VBM,5,2,40,,,,,,,,,,,,,,,2
9521,Election_Day,2,0,0,,,,,,,,,,,,,,,
9521,VBM,2,0,0,,,,,,,,,,,,,,,
9701,Election_Day,2,3,150,1,,,,,,1,,,,,,1,,
9701,VBM,2,1,50,1,,,,,,,,,,,,,,
9702,Election_Day,2,2,100,,,,,,,,,,,1,,,,1
9702,VBM,2,0,0,,,,,,,,,,,,,,,
9703,Election_Day,3,2,66.67,1,,,,,,1,,,,,,,,
9703,VBM,3,1,33.33,,,,,,,,,,,,,,,1
9704,Election_Day,5,2,40,1,,,,,,,,,,,,,,1
9704,VBM,5,3,60,2,,,,,,,1,,,,,,,
9705,Election_Day,2,0,0,,,,,,,,,,,,,,,
9705,VBM,2,2,100,,,,,,,,,,,,,1,,1
9706,Election_Day,0,0,0,,,,,,,,,,,,,,,
9706,VBM,0,0,0,,,,,,,,,,,,,,,
9707,Election_Day,2,0,0,,,,,,,,,,,,,,,
9707,VBM,2,0,0,,,,,,,,,,,,,,,
9708,Election_Day,3,0,0,,,,,,,,,,,,,,,
9708,VBM,3,0,0,,,,,,,,,,,,,,,
9709,Election_Day,4,1,25,,,,,,,,,,,,,1,,
9709,VBM,4,2,50,1,,,,,,,,,,,,1,,
9711,Election_Day,9,0,0,,,,,,,,,,,,,,,
9711,VBM,9,3,33.33,2,,,,,,,,1,,,,,,
9712,Election_Day,3,0,0,,,,,,,,,,,,,,,
9712,VBM,3,2,66.67,1,,,1,,,,,,,,,,,
9713,Election_Day,3,0,0,,,,,,,,,,,,,,,
9713,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9714,Election_Day,2,1,50,,,,,,,1,,,,,,,,
9714,VBM,2,2,100,1,,,,,,,,,,,,1,,
9715,Election_Day,2,0,0,,,,,,,,,,,,,,,
9715,VBM,2,1,50,,1,,,,,,,,,,,,,
9716,Election_Day,5,0,0,,,,,,,,,,,,,,,
9716,VBM,5,4,80,1,,1,,,1,,,,1,,,,,
9717,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
9717,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9718,Election_Day,5,1,20,,,,,,,,,,,,,,,1
9718,VBM,5,2,40,1,,,,,,,,,,,,,,1
9719,Election_Day,5,2,40,1,,,,,,,,,,,,,,1
9719,VBM,5,1,20,,,,,,,,,,,,,1,,
9721,Election_Day,3,2,66.67,1,,,,,,,,,,,,,,1
9721,VBM,3,0,0,,,,,,,,,,,,,,,
9722,Election_Day,1,1,100,,,,,,,1,,,,,,,,
9722,VBM,1,0,0,,,,,,,,,,,,,,,
9723,Election_Day,1,1,100,,,,,,,,,,,,,,,1
9723,VBM,1,0,0,,,,,,,,,,,,,,,
9724,Election_Day,1,0,0,,,,,,,,,,,,,,,
9724,VBM,1,1,100,,,,,,,1,,,,,,,,
9725,Election_Day,3,0,0,,,,,,,,,,,,,,,
9725,VBM,3,2,66.67,,,,,,,,,,,,,,,2
9726,Election_Day,2,0,0,,,,,,,,,,,,,,,
9726,VBM,2,2,100,1,,,,,,,,,,,,1,,
9727,Election_Day,1,0,0,,,,,,,,,,,,,,,
9727,VBM,1,1,100,1,,,,,,,,,,,,,,
9728,Election_Day,4,0,0,,,,,,,,,,,,,,,
9728,VBM,4,1,25,,,,,,,,,,,,1,,,
9729,Election_Day,4,0,0,,,,,,,,,,,,,,,
9729,VBM,4,1,25,,,,,,,,,,,,,1,,
9731,Election_Day,3,0,0,,,,,,,,,,,,,,,
9731,VBM,3,2,66.67,1,,,,,,,,,,,,1,,
9732,Election_Day,1,0,0,,,,,,,,,,,,,,,
9732,VBM,1,0,0,,,,,,,,,,,,,,,
9733,Election_Day,3,0,0,,,,,,,,,,,,,,,
9733,VBM,3,2,66.67,1,,,,,,,,,,,,1,,
9734,Election_Day,4,1,25,,,,,,,1,,,,,,,,
9734,VBM,4,2,50,,,,,,,,,,,,,,,2
9735,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
9735,VBM,3,2,66.67,1,,,,,,1,,,,,,,,
9736,Election_Day,3,0,0,,,,,,,,,,,,,,,
9736,VBM,3,2,66.67,2,,,,,,,,,,,,,,
9737,Election_Day,2,1,50,1,,,,,,,,,,,,,,
9737,VBM,2,2,100,,,,,,,1,,,,,,1,,
9738,Election_Day,5,2,40,1,,,,,,1,,,,,,,,
9738,VBM,5,0,0,,,,,,,,,,,,,,,
9739,Election_Day,5,1,20,,,,,,,,,,,,,,,1
9739,VBM,5,0,0,,,,,,,,,,,,,,,
9741,Election_Day,11,1,9.09,1,,,,,,,,,,,,,,
9741,VBM,11,0,0,,,,,,,,,,,,,,,
9742,Election_Day,1,2,200,1,,,,,,,,,,,,1,,
9742,VBM,1,0,0,,,,,,,,,,,,,,,
9743,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
9743,VBM,6,1,16.67,,1,,,,,,,,,,,,,
9744,Election_Day,8,3,37.5,1,,,,,,1,,,,,,,,1
9744,VBM,8,2,25,2,,,,,,,,,,,,,,
9745,Election_Day,9,3,33.33,3,,,,,,,,,,,,,,
9745,VBM,9,1,11.11,1,,,,,,,,,,,,,,
9746,Election_Day,4,0,0,,,,,,,,,,,,,,,
9746,VBM,4,2,50,,,,,,,,,,,,,1,,1
9747,Election_Day,2,2,100,2,,,,,,,,,,,,,,
9747,VBM,2,1,50,1,,,,,,,,,,,,,,
9748,Election_Day,7,1,14.29,,,,,,,,,,,,,,,1
9748,VBM,7,2,28.57,2,,,,,,,,,,,,,,
9749,Election_Day,3,0,0,,,,,,,,,,,,,,,
9749,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9751,Election_Day,3,5,166.67,4,,,,,,,,,,,,,,1
9751,VBM,3,0,0,,,,,,,,,,,,,,,
9752,Election_Day,1,0,0,,,,,,,,,,,,,,,
9752,VBM,1,0,0,,,,,,,,,,,,,,,
9753,Election_Day,0,0,0,,,,,,,,,,,,,,,
9753,VBM,0,0,0,,,,,,,,,,,,,,,
9754,Election_Day,4,0,0,,,,,,,,,,,,,,,
9754,VBM,4,2,50,1,,,,,,,,,,,1,,,
9755,Election_Day,1,1,100,,,,,,,,,,,,,,,1
9755,VBM,1,0,0,,,,,,,,,,,,,,,
9756,Election_Day,2,1,50,1,,,,,,,,,,,,,,
9756,VBM,2,0,0,,,,,,,,,,,,,,,
9801,Election_Day,1,0,0,,,,,,,,,,,,,,,
9801,VBM,1,0,0,,,,,,,,,,,,,,,
9900,Election_Day,0,0,0,,,,,,,,,,,,,,,
9900,VBM,0,0,0,,,,,,,,,,,,,,,
9901,Election_Day,0,0,0,,,,,,,,,,,,,,,
9901,VBM,0,0,0,,,,,,,,,,,,,,,
9902,Election_Day,0,0,0,,,,,,,,,,,,,,,
9902,VBM,0,0,0,,,,,,,,,,,,,,,
