precinct,ballot_type,registered,ballots_cast,turnout,ROBERT_ORNELAS,ALAN_SPEARS,WILEY_DRAKE,JAMES_HEDGES,THOMAS_HOEFLING,ARTHUR_HARRIS,J.R._MYERS,WRITE-IN,over_votes,under_votes
9422,VBM,22,10,45.45,,,,,,,2,3,,5
9423,Election_Day,19,4,21.05,,,,,,,,1,,3
9423,VBM,19,7,36.84,,,,,,,,3,,4
9424,Election_Day,17,5,29.41,,,,,,,,3,,2
9424,VBM,17,4,23.53,,1,1,,,1,,,,1
9425,Election_Day,10,2,20,,,,,,1,,,,1
9425,VBM,10,3,30,,,,,,,,,,3
9426,Election_Day,14,1,7.14,,,,,,,,,,1
9426,VBM,14,5,35.71,1,1,,1,,,,1,,1
9427,Election_Day,9,4,44.44,,,,,,,,1,,3
9427,VBM,9,1,11.11,,,,,,,,,,1
9428,Election_Day,24,8,33.33,,,,1,,1,1,1,,4
9428,VBM,24,8,33.33,1,1,,,,1,,1,,4
9429,Election_Day,6,2,33.33,,,1,,,,,,,1
9429,VBM,6,4,66.67,,,,,,,,1,,3
9431,Election_Day,21,7,33.33,,1,,,,3,1,1,,1
9431,VBM,21,5,23.81,,1,,,,,,,,4
9432,Election_Day,12,2,16.67,,,,,,,,1,,1
9432,VBM,12,3,25,,,,,,,,1,,2
9433,Election_Day,24,8,33.33,,,,,,1,,4,,3
9433,VBM,24,8,33.33,,,,,1,,,3,,4
9434,Election_Day,12,3,25,,,,,,,,1,,2
9434,VBM,12,7,58.33,,,,,,,,7,,
9435,Election_Day,13,2,15.38,,,,1,,,,1,,
9435,VBM,13,4,30.77,,1,,,1,,,1,,1
9436,Election_Day,15,2,13.33,,,1,1,,,,,,
9436,VBM,15,2,13.33,,,,,,,,,,2
9437,Election_Day,7,1,14.29,,,,,,,,,,1
9437,VBM,7,2,28.57,,1,1,,,,,,,
9438,Election_Day,14,0,0,,,,,,,,,,
9438,VBM,14,3,21.43,1,,,,,,,,,2
9439,Election_Day,9,2,22.22,1,,,,,,,,,1
9439,VBM,9,3,33.33,,,,,,,,,,3
9441,Election_Day,11,2,18.18,,1,,,,,,,,1
9441,VBM,11,3,27.27,,,,,,,,2,,1
9442,Election_Day,22,6,27.27,,,1,,1,,,1,,3
9442,VBM,22,5,22.73,,,,,,1,,2,,2
9443,Election_Day,18,6,33.33,1,,,,,,,3,,2
9443,VBM,18,4,22.22,,,,,1,,,2,,1
9444,Election_Day,17,4,23.53,,1,,1,,,,,,2
9444,VBM,17,5,29.41,,,,,,,1,3,,1
9445,Election_Day,14,4,28.57,,,,,2,,1,1,,
9445,VBM,14,5,35.71,,,,,,,1,2,,2
9446,Election_Day,17,3,17.65,,,,,,,,1,,2
9446,VBM,17,4,23.53,,,,,,,,1,,3
9447,Election_Day,14,1,7.14,,,,,1,,,,,
9447,VBM,14,5,35.71,,,,,,,,,,5
9448,Election_Day,11,4,36.36,,,,,,1,,2,,1
9448,VBM,11,3,27.27,,,,,,,,2,,1
9449,Election_Day,9,0,0,,,,,,,,,,
9449,VBM,9,4,44.44,1,,,,2,,,1,,
9451,Election_Day,4,1,25,,,,,,,,,,1
9451,VBM,4,3,75,,,,,,,,3,,
9452,Election_Day,16,2,12.5,,,,,,,,,,2
9452,VBM,16,3,18.75,,,,,,,,,,3
9453,Election_Day,6,3,50,,,,,1,,,1,1,
9453,VBM,6,6,100,,1,1,,,,,2,,2
9501,Election_Day,5,0,0,,,,,,,,,,
9501,VBM,5,1,20,,1,,,,,,,,
9502,Election_Day,5,0,0,,,,,,,,,,
9502,VBM,5,2,40,,,,,,,,1,,1
9503/9504,Election_Day,11,0,0,,,,,,,,,,
9503/9504,VBM,11,3,27.27,,1,,1,,,,,,1
9505,Election_Day,9,3,33.33,,1,,,,,,,,2
9505,VBM,9,1,11.11,,,,,,,,1,,
9506,Election_Day,13,3,23.08,,,,,1,,,1,,1
9506,VBM,13,5,38.46,,,,,,,,2,,3
9507,Election_Day,21,4,19.05,,1,,,,,,,,3
9507,VBM,21,1,4.76,,,,,,,,1,,
9508,Election_Day,17,4,23.53,,,,,,,,2,,2
9508,VBM,17,3,17.65,,,,1,,,,1,,1
9509,Election_Day,14,0,0,,,,,,,,,,
9509,VBM,14,3,21.43,,1,,,,,,,,2
9511,Election_Day,12,4,33.33,,,,,,,,2,,2
9511,VBM,12,1,8.33,,1,,,,,,,,
9512,Election_Day,13,3,23.08,,,1,,,,,1,,1
9512,VBM,13,1,7.69,,,,,,,,1,,
9513,Election_Day,14,3,21.43,,,,,,1,,,,2
9513,VBM,14,2,14.29,,,,,,1,,,,1
9514/9522,Election_Day,20,6,30,,,,,,,,3,,3
9514/9522,VBM,20,4,20,,,,1,,1,,,,2
9515,Election_Day,12,2,16.67,,,,,,,,1,,1
9515,VBM,12,5,41.67,,1,1,,1,,,1,,1
9516,Election_Day,23,4,17.39,1,,,1,,,,,,2
9516,VBM,23,8,34.78,,,1,,,,,3,,4
9517,Election_Day,7,4,57.14,,,,,,,,2,,2
9517,VBM,7,1,14.29,,,,,,,,,,1
9518,Election_Day,12,2,16.67,,,,,,,,1,,1
9518,VBM,12,1,8.33,,,,,,,,1,,
9519,Election_Day,18,3,16.67,,,,,,,,,,3
9519,VBM,18,2,11.11,,,,,1,,,1,,
9521,Election_Day,9,3,33.33,,1,,,,,,,,2
9521,VBM,9,0,0,,,,,,,,,,
9701,Election_Day,12,1,8.33,,,,,,,,,,1
9701,VBM,12,2,16.67,,,,,,,,,,2
9702,Election_Day,8,2,25,,,,,,,,2,,
9702,VBM,8,5,62.5,,,,,,1,,1,,3
9703,Election_Day,16,0,0,,,,,,,,,,
9703,VBM,16,5,31.25,,2,,,,,,2,,1
9704,Election_Day,12,8,66.67,,,,,,,1,3,,4
9704,VBM,12,1,8.33,,,,,,,,,,1
9705,Election_Day,15,1,6.67,,,,,1,,,,,
9705,VBM,15,3,20,,,,,,,,1,,2
9706,Election_Day,1,0,0,,,,,,,,,,
9706,VBM,1,0,0,,,,,,,,,,
9707,Election_Day,15,0,0,,,,,,,,,,
9707,VBM,15,6,40,,,,,,3,,1,,2
9708,Election_Day,8,4,50,,,,,,1,,1,,2
9708,VBM,8,3,37.5,,,,,,,,2,,1
9709,Election_Day,7,6,85.71,,,,,1,,,2,,3
9709,VBM,7,6,85.71,,,,,,,,3,,3
9711,Election_Day,11,2,18.18,,,,,,,,1,,1
9711,VBM,11,7,63.64,,1,,,,,,3,,3
9712,Election_Day,7,1,14.29,,,,,,,,1,,
9712,VBM,7,4,57.14,,,,1,,,,1,,2
9713,Election_Day,18,3,16.67,,,,,,,,,,3
9713,VBM,18,7,38.89,,,,,2,,,2,1,2
9714,Election_Day,12,5,41.67,,1,1,,,,,2,,1
9714,VBM,12,4,33.33,,,,,,,2,,,2
9715,Election_Day,6,2,33.33,,,,,,,,,,2
9715,VBM,6,0,0,,,,,,,,,,
9716,Election_Day,15,2,13.33,,1,,,,1,,,,
9716,VBM,15,7,46.67,,1,,,,,,1,,5
9717,Election_Day,18,5,27.78,,,,,,,,3,,2
9717,VBM,18,5,27.78,,,,,,,,1,,4
9718,Election_Day,17,4,23.53,1,,,,,,1,1,,1
9718,VBM,17,4,23.53,,,,,,,1,1,,2
9719,Election_Day,27,4,14.81,,,,1,,,,1,,2
9719,VBM,27,11,40.74,,,,1,,,,4,,6
9721,Election_Day,6,0,0,,,,,,,,,,
9721,VBM,6,2,33.33,,,,,,,,1,,1
9722,Election_Day,15,2,13.33,,,,,,1,,1,,
9722,VBM,15,11,73.33,,,,,,,,2,,9
9723,Election_Day,14,3,21.43,,1,,,,1,,1,,
9723,VBM,14,6,42.86,,,2,,,,,,,4
9724,Election_Day,14,5,35.71,,1,,,,,,,,4
9724,VBM,14,8,57.14,,,1,,,,,5,,2
9725,Election_Day,23,1,4.35,1,,,,,,,,,
9725,VBM,23,10,43.48,,,,,,,,2,,8
9726,Election_Day,11,3,27.27,,,,,,,,1,,2
9726,VBM,11,3,27.27,,,1,,,,,1,,1
9727,Election_Day,6,1,16.67,,,,,,,,,,1
9727,VBM,6,5,83.33,,,,,,,,1,,4
9728,Election_Day,19,5,26.32,,,,,,,,1,,4
9728,VBM,19,10,52.63,,,,1,,,,2,,7
9729,Election_Day,13,1,7.69,,,,,,,,1,,
9729,VBM,13,5,38.46,,,,,,,,2,,3
9731,Election_Day,9,3,33.33,,,,,,,,,,3
9731,VBM,9,5,55.56,,,,,,,,1,,4
9732,Election_Day,1,0,0,,,,,,,,,,
9732,VBM,1,0,0,,,,,,,,,,
9733,Election_Day,2,0,0,,,,,,,,,,
9733,VBM,2,2,100,,,,,,,1,1,,
9734,Election_Day,7,1,14.29,,,,,,,,1,,
9734,VBM,7,3,42.86,,,,,,,,1,,2
9735,Election_Day,13,5,38.46,,,,1,,1,,1,,2
9735,VBM,13,5,38.46,,,,,,,,2,,3
9736,Election_Day,11,3,27.27,,,,,,,,,,3
9736,VBM,11,3,27.27,1,,,,,,,2,,
9737,Election_Day,13,2,15.38,,,,,,,,,,2
9737,VBM,13,4,30.77,,,,,,,,,,4
9738,Election_Day,21,6,28.57,,,,,,1,1,1,,3
9738,VBM,21,9,42.86,,1,,,,,1,6,,1
9739,Election_Day,17,2,11.76,,,,,,,,1,,1
9739,VBM,17,1,5.88,1,,,,,,,,,
9741,Election_Day,26,0,0,,,,,,,,,,
9741,VBM,26,1,3.85,,,,,,,,,,1
9742,Election_Day,7,3,42.86,,,,,,,,1,,2
9742,VBM,7,7,100,,,1,,,,,1,,5
9743,Election_Day,24,8,33.33,,1,,,,,2,,,5
9743,VBM,24,9,37.5,,,,,,,,3,,6
9744,Election_Day,8,1,12.5,,,,1,,,,,,
9744,VBM,8,1,12.5,,,,,,,,1,,
9745,Election_Day,24,5,20.83,,,,,,,,2,,3
9745,VBM,24,2,8.33,,,1,,1,,,,,
9746,Election_Day,10,4,40,2,1,,,,1,,,,
9746,VBM,10,8,80,,1,,,,,,3,,4
9747,Election_Day,12,1,8.33,,,,,,,,,,1
9747,VBM,12,6,50,,,1,,,,,3,,2
9748,Election_Day,12,6,50,,1,,,,,,1,,4
9748,VBM,12,7,58.33,,,,1,,,,3,,3
9749,Election_Day,25,3,12,,,,,1,,1,,,1
9749,VBM,25,2,8,,,,,,,,2,,
9751,Election_Day,13,2,15.38,,,,,,,,,,2
9751,VBM,13,8,61.54,1,,,1,,1,,1,,4
9752,Election_Day,6,1,16.67,,,,,,,,1,,
9752,VBM,6,5,83.33,1,1,,1,,1,,,,1
9753,Election_Day,11,1,9.09,,,,,,,,,,1
9753,VBM,11,5,45.45,,,,,2,,,2,,1
9754,Election_Day,15,2,13.33,,,,,,,,,,2
9754,VBM,15,5,33.33,,,,,,,,2,,3
9755,Election_Day,6,0,0,,,,,,,,,,
9755,VBM,6,2,33.33,,,,,,,,1,,1
9756,Election_Day,10,1,10,,,,,,,,,,1
9756,VBM,10,2,20,,,,,1,,,1,,
9801,Election_Day,7,1,14.29,,,,,,,,,,1
9801,VBM,7,3,42.86,,,1,,,,,,,2
9900,Election_Day,0,0,0,,,,,,,,,,
9900,VBM,0,0,0,,,,,,,,,,
9901,Election_Day,0,0,0,,,,,,,,,,
9901,VBM,0,0,0,,,,,,,,,,
9902,Election_Day,0,0,0,,,,,,,,,,
9902,VBM,0,0,0,,,,,,,,,,
