precinct,ballot_type,registered,ballots_cast,turnout,RICHARD_W._STONE,JOHN-MARC_CHANDONIA,BARRY_HERMANSON,MIKE_MURPHY,WRITE-IN,over_votes,under_votes
9735,VBM,3,0,0,,,,,,,
9736,Election_Day,7,0,0,,,,,,,
9736,VBM,7,4,57.14,1,1,2,1,,,19
9737,Election_Day,3,1,33.33,,,,,,,6
9737,VBM,3,1,33.33,,,,1,,,5
9738,Election_Day,4,0,0,,,,,,,
9738,VBM,4,0,0,,,,,,,
9739,Election_Day,8,1,12.5,,,,,,,6
9739,VBM,8,1,12.5,,,,,,,6
9741,Election_Day,3,0,0,,,,,,,
9741,VBM,3,0,0,,,,,,,
9742,Election_Day,4,1,25,,,,,,,6
9742,VBM,4,1,25,,,,,,,6
9743,Election_Day,10,5,50,2,,,2,,,26
9743,VBM,10,1,10,,,,1,,,5
9744,Election_Day,6,0,0,,,,,,,
9744,VBM,6,1,16.67,,,1,,,,5
9745,Election_Day,9,2,22.22,,,,2,,,10
9745,VBM,9,1,11.11,1,1,,1,,,3
9746,Election_Day,7,1,14.29,,,,,,,6
9746,VBM,7,2,28.57,,1,1,,,,10
9747,Election_Day,8,0,0,,,,,,,
9747,VBM,8,2,25,1,1,1,1,,,8
9748,Election_Day,12,3,25,1,1,1,2,,,13
9748,VBM,12,1,8.33,,,1,,,,5
9749,Election_Day,10,1,10,,,,,,,6
9749,VBM,10,2,20,,,1,1,,,10
9751,Election_Day,7,3,42.86,,,,1,,,17
9751,VBM,7,0,0,,,,,,,
9752,Election_Day,11,2,18.18,,,,,1,,11
9752,VBM,11,4,36.36,1,1,1,1,,,20
9753,Election_Day,12,1,8.33,,,,,,,6
9753,VBM,12,7,58.33,2,3,6,3,1,,27
9754,Election_Day,11,7,63.64,,1,4,1,,,36
9754,VBM,11,2,18.18,,,,,,,12
9755,Election_Day,5,1,20,1,1,1,1,,,2
9755,VBM,5,1,20,,,,,,,6
9756,Election_Day,4,2,50,1,,,,,,11
9756,VBM,4,0,0,,,,,,,
9801,Election_Day,5,1,20,,,,,,,6
9801,VBM,5,3,60,,,,,,,18
9900,Election_Day,0,0,0,,,,,,,
9900,VBM,0,0,0,,,,,,,
9901,Election_Day,0,0,0,,,,,,,
9901,VBM,0,0,0,,,,,,,
9902,Election_Day,0,0,0,,,,,,,
9902,VBM,0,0,0,,,,,,,
