precinct,ballot_type,registered_voters,ballots_cast,turnout,DONALD_TRUMP,BEN_CARSON,TED_CRUZ,JOHN_KASICH,JIM_GILMORE,WRITE_IN,over_votes,under_votes
9427,VBM,105,37,35.24,12,3,4,7,,4,,7
9428,Election_Day,78,14,17.95,11,1,,,,,,2
9428,VBM,78,24,30.77,6,1,1,7,1,4,,4
9429,Election_Day,89,23,25.84,11,2,3,2,,3,,2
9429,VBM,89,23,25.84,13,1,2,5,,,,2
9431,Election_Day,92,10,10.87,4,1,3,1,,,,1
9431,VBM,92,26,28.26,13,1,3,4,1,1,,3
9432,Election_Day,78,15,19.23,10,,1,1,,1,,2
9432,VBM,78,26,33.33,13,2,2,2,,2,,5
9433,Election_Day,93,20,21.51,15,1,1,,1,1,,1
9433,VBM,93,33,35.48,22,,2,3,,1,,5
9434,Election_Day,73,16,21.92,9,1,1,3,,,,2
9434,VBM,73,22,30.14,12,2,3,2,,1,,2
9435,Election_Day,76,21,27.63,12,,3,2,,1,,3
9435,VBM,76,21,27.63,10,,4,4,,,,3
9436,Election_Day,85,19,22.35,11,,2,3,,,,3
9436,VBM,85,32,37.65,13,2,4,4,,2,1,6
9437,Election_Day,112,21,18.75,10,,3,3,,,,5
9437,VBM,112,41,36.61,29,2,2,5,,1,1,1
9438,Election_Day,98,14,14.29,11,,2,1,,,,
9438,VBM,98,32,32.65,18,3,4,2,,1,,4
9439,Election_Day,78,11,14.1,7,,1,3,,,,
9439,VBM,78,35,44.87,16,,3,10,,,,6
9441,Election_Day,65,13,20,8,,,1,,1,,3
9441,VBM,65,24,36.92,10,2,4,2,1,1,,4
9442,Election_Day,84,13,15.48,7,,3,1,,1,,1
9442,VBM,84,27,32.14,18,,2,5,,,,2
9443,Election_Day,66,9,13.64,5,1,,1,,,,2
9443,VBM,66,23,34.85,13,,2,4,,2,,2
9444,Election_Day,102,14,13.73,5,1,2,3,,1,,2
9444,VBM,102,30,29.41,17,1,1,6,1,,,4
9445,Election_Day,80,23,28.75,14,,3,4,,1,,1
9445,VBM,80,27,33.75,15,3,1,3,,1,,4
9446,Election_Day,90,12,13.33,9,,,2,,,,1
9446,VBM,90,34,37.78,19,,5,4,,,,6
9447,Election_Day,76,12,15.79,7,1,1,3,,,,
9447,VBM,76,26,34.21,16,,2,4,,3,,1
9448,Election_Day,69,9,13.04,7,1,1,,,,,
9448,VBM,69,26,37.68,12,,5,5,1,1,,2
9449,Election_Day,73,8,10.96,5,,,,,1,,2
9449,VBM,73,23,31.51,14,1,2,1,,1,,4
9451,Election_Day,48,4,8.33,3,,1,,,,,
9451,VBM,48,23,47.92,19,,1,1,,,,2
9452,Election_Day,89,22,24.72,14,1,,2,,1,,4
9452,VBM,89,30,33.71,14,3,6,3,1,1,,2
9453,Election_Day,58,10,17.24,5,1,1,3,,,,
9453,VBM,58,17,29.31,10,1,,2,,1,,3
9501,Election_Day,19,0,0,,,,,,,,
9501,VBM,19,12,63.16,3,,4,4,,1,,
9502,Election_Day,19,0,0,,,,,,,,
9502,VBM,19,10,52.63,5,1,,4,,,,
9505,Election_Day,40,7,17.5,3,1,,2,,,,1
9505,VBM,40,6,15,3,,1,,,1,,1
9506,Election_Day,37,6,16.22,1,1,1,1,,,,2
9506,VBM,37,6,16.22,2,,,4,,,,
9507,Election_Day,21,2,9.52,,,,2,,,,
9507,VBM,21,5,23.81,2,,,,,1,,2
9508,Election_Day,23,3,13.04,,,,,,2,,1
9508,VBM,23,7,30.43,2,,1,2,,2,,
9509,Election_Day,28,7,25,4,,,,1,1,,1
9509,VBM,28,8,28.57,3,,2,3,,,,
9511,Election_Day,30,7,23.33,3,,1,1,,,,2
9511,VBM,30,7,23.33,4,1,,1,,1,,
9512,Election_Day,39,9,23.08,3,,2,2,,1,,1
9512,VBM,39,3,7.69,2,,,1,,,,
9513,Election_Day,21,2,9.52,,,,,,1,,1
9513,VBM,21,4,19.05,1,,,2,,1,,
9515,Election_Day,38,9,23.68,5,1,2,1,,,,
9515,VBM,38,15,39.47,7,,6,2,,,,
9516,Election_Day,61,10,16.39,3,2,,2,,1,1,1
9516,VBM,61,19,31.15,13,,,5,,1,,
9517,Election_Day,31,9,29.03,4,,,2,,3,,
9517,VBM,31,9,29.03,6,,1,1,,1,,
9518,Election_Day,34,5,14.71,1,,2,,,1,,1
9518,VBM,34,15,44.12,6,,2,3,,4,,
9519,Election_Day,59,9,15.25,5,,1,2,,,,1
9519,VBM,59,17,28.81,10,,1,5,,,,1
9521,Election_Day,48,8,16.67,,,1,2,,1,,4
9521,VBM,48,14,29.17,7,1,1,3,,2,,
9701,Election_Day,39,6,15.38,4,,,,,1,,1
9701,VBM,39,16,41.03,12,,2,1,,,,1
9702,Election_Day,45,3,6.67,3,,,,,,,
9702,VBM,45,20,44.44,15,1,,3,,1,,
9703,Election_Day,99,23,23.23,13,1,2,6,,,,1
9703,VBM,99,38,38.38,23,1,3,7,,,,4
9704,Election_Day,87,19,21.84,7,1,3,3,,2,,3
9704,VBM,87,31,35.63,18,1,,9,,1,,2
9705,Election_Day,60,14,23.33,10,,,4,,,,
9705,VBM,60,18,30,6,,3,5,1,1,,2
9706,Election_Day,4,0,0,,,,,,,,
9706,VBM,4,1,25,,,,1,,,,
9707,Election_Day,125,18,14.4,8,2,4,3,,1,,
9707,VBM,125,42,33.6,24,,5,8,1,1,,3
9708,Election_Day,57,8,14.04,4,,1,2,,1,,
9708,VBM,57,19,33.33,11,,1,3,,1,1,2
9709,Election_Day,129,25,19.38,17,2,1,2,,1,,2
9709,VBM,129,42,32.56,18,2,4,10,1,2,,5
9711,Election_Day,77,23,29.87,12,2,4,2,1,1,,1
9711,VBM,77,22,28.57,7,,3,4,,4,,4
9712,Election_Day,81,14,17.28,4,,1,5,,1,,3
9712,VBM,81,29,35.8,16,,2,9,,2,,
9713,Election_Day,113,19,16.81,10,,1,5,,1,,2
9713,VBM,113,43,38.05,19,2,4,5,,3,,10
9714,Election_Day,136,18,13.24,12,1,2,3,,,,
9714,VBM,136,59,43.38,34,,4,16,1,,,4
9715,Election_Day,99,18,18.18,12,,1,5,,,,
9715,VBM,99,40,40.4,24,,3,9,,2,,2
9716,Election_Day,90,21,23.33,13,,,5,,2,,1
9716,VBM,90,23,25.56,13,1,3,3,,2,,1
9717,Election_Day,105,21,20,9,,2,5,,,,5
9717,VBM,105,38,36.19,17,1,4,11,,,,5
9718,Election_Day,108,24,22.22,12,,3,8,,,,1
9718,VBM,108,46,42.59,19,2,3,10,1,2,,9
9719,Election_Day,116,25,21.55,8,,2,8,,2,,5
9719,VBM,116,49,42.24,28,2,1,10,,1,,7
9721,Election_Day,94,20,21.28,9,1,3,5,,,,2
9721,VBM,94,39,41.49,22,,2,10,,1,,4
9722,Election_Day,111,19,17.12,13,1,1,4,,,,
9722,VBM,111,46,41.44,26,2,3,9,,4,,2
9723,Election_Day,100,9,9,7,,,1,,1,,
9723,VBM,100,48,48,30,2,,7,,4,,5
9724,Election_Day,174,26,14.94,15,,5,3,,,,3
9724,VBM,174,73,41.95,38,2,10,16,,1,,6
9725,Election_Day,146,27,18.49,19,,2,2,,2,1,1
9725,VBM,146,53,36.3,32,,1,8,,1,,11
9726,Election_Day,61,15,24.59,11,,2,,1,,,1
9726,VBM,61,18,29.51,11,1,2,2,,2,,
9727,Election_Day,91,18,19.78,10,,1,1,,1,,5
9727,VBM,91,49,53.85,31,1,,9,,2,,6
9728,Election_Day,163,30,18.4,17,1,2,7,,1,,2
9728,VBM,163,67,41.1,31,1,8,18,,3,1,5
9729,Election_Day,190,33,17.37,15,2,,12,1,2,,1
9729,VBM,190,74,38.95,32,,2,25,1,2,,12
9731,Election_Day,99,28,28.28,14,,,9,,2,,3
9731,VBM,99,37,37.37,18,,1,11,,2,,5
9732,Election_Day,10,0,0,,,,,,,,
9732,VBM,10,8,80,7,1,,,,,,
9733,Election_Day,22,0,0,,,,,,,,
9733,VBM,22,14,63.64,5,,2,3,,1,,3
9734,Election_Day,93,20,21.51,10,,,5,,,,5
9734,VBM,93,36,38.71,22,,1,7,,3,,3
9735,Election_Day,131,22,16.79,17,,,4,,1,,
9735,VBM,131,62,47.33,32,4,2,15,,3,,6
9736,Election_Day,84,16,19.05,10,1,1,3,,1,,
9736,VBM,84,33,39.29,19,1,1,5,,2,,5
9737,Election_Day,72,13,18.06,9,1,1,2,,,,
9737,VBM,72,29,40.28,13,3,,5,1,2,,5
9738,Election_Day,97,16,16.49,11,,,4,,,,1
9738,VBM,97,28,28.87,22,,,3,,1,,2
9739,Election_Day,58,13,22.41,6,,,7,,,,
9739,VBM,58,17,29.31,15,,1,,1,,,
9741,Election_Day,24,0,0,,,,,,,,
9741,VBM,24,2,8.33,1,,,1,,,,
9742,Election_Day,98,21,21.43,11,,2,4,,,,4
9742,VBM,98,28,28.57,18,,,8,,,,2
9743,Election_Day,60,12,20,9,,1,2,,,,
9743,VBM,60,26,43.33,17,,4,2,1,2,,
9744,Election_Day,84,13,15.48,7,,2,3,,,,1
9744,VBM,84,30,35.71,22,1,3,3,,,,1
9745,Election_Day,78,17,21.79,8,1,2,,1,1,,4
9745,VBM,78,23,29.49,18,,1,1,,2,,1
9746,Election_Day,156,36,23.08,19,1,4,9,1,,,2
9746,VBM,156,54,34.62,22,7,6,13,2,1,,3
9747,Election_Day,96,14,14.58,7,1,1,4,,,,1
9747,VBM,96,40,41.67,18,1,8,7,,3,,3
9748,Election_Day,105,16,15.24,8,1,2,2,,,,3
9748,VBM,105,44,41.9,27,2,2,8,,1,,4
9749,Election_Day,50,10,20,6,,1,3,,,,
9749,VBM,50,8,16,4,,3,,,,,1
9751,Election_Day,125,19,15.2,6,1,2,9,,,,1
9751,VBM,125,46,36.8,25,2,3,8,,,,8
9752,Election_Day,76,11,14.47,5,,,2,,,1,3
9752,VBM,76,27,35.53,18,,5,4,,,,
9753,Election_Day,52,2,3.85,1,,,,,,,1
9753,VBM,52,22,42.31,9,,3,1,2,3,,4
9754,Election_Day,47,10,21.28,5,,1,4,,,,
9754,VBM,47,17,36.17,9,,3,4,1,,,
9755,Election_Day,38,8,21.05,4,,,3,,,,1
9755,VBM,38,13,34.21,4,1,4,2,,2,,
9756,Election_Day,57,12,21.05,9,,,1,,1,,1
9756,VBM,57,21,36.84,10,,5,4,,,,2
9801,Election_Day,38,5,13.16,4,,1,,,,,
9801,VBM,38,13,34.21,6,,2,3,,2,,
9900,Election_Day,0,0,0,,,,,,,,
9900,VBM,0,0,0,,,,,,,,
9901,Election_Day,0,0,0,,,,,,,,
9901,VBM,0,0,0,,,,,,,,
9902,Election_Day,0,0,0,,,,,,,,
9902,VBM,0,0,0,,,,,,,,
1104-1105,Election_Day,63,14,22.22,8,,1,1,,1,,3
1104-1105,VBM,63,18,28.57,13,1,1,1,,1,,1
7509-7511,Election_Day,62,11,17.74,7,,,2,,1,,1
7509-7511,VBM,62,21,33.87,14,,1,5,,,,1
7527-7528,Election_Day,41,5,12.2,4,,,1,,,,
7527-7528,VBM,41,9,21.95,5,,,4,,,,
7556-7557,Election_Day,67,11,16.42,3,,3,5,,,,
7556-7557,VBM,67,28,41.79,5,,3,13,1,4,,2
9503-9504,Election_Day,38,3,7.89,1,,1,1,,,,
9503-9504,VBM,38,9,23.68,3,,,4,,1,,1
9514-9522,Election_Day,41,8,19.51,3,,,4,,1,,
9514-9522,VBM,41,9,21.95,5,,,3,,,,1
