PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7339,VBM,7339,1,660,316,47.88,234,39,39,0
Pct 7341,Election Day,7341,1,974,289,29.67,203,29,51,0
Pct 7341,VBM,7341,1,974,476,48.87,361,54,57,0
Pct 7342,Election Day,7342,1,1034,380,36.75,281,39,60,1
Pct 7342,VBM,7342,1,1034,411,39.75,312,45,47,0
Pct 7343,Election Day,7343,1,746,267,35.79,202,28,36,2
Pct 7343,VBM,7343,1,746,351,47.05,265,28,53,0
Pct 7344,Election Day,7344,1,1143,352,30.80,248,32,72,0
Pct 7344,VBM,7344,1,1143,564,49.34,438,56,64,0
Pct 7345,Election Day,7345,1,1186,365,30.78,275,32,58,0
Pct 7345,VBM,7345,1,1186,526,44.35,399,39,77,0
Pct 7346,Election Day,7346,1,991,328,33.10,253,36,40,0
Pct 7346,VBM,7346,1,991,434,43.79,329,38,56,1
Pct 7347,Election Day,7347,1,1085,335,30.88,263,23,48,0
Pct 7347,VBM,7347,1,1085,506,46.64,389,40,60,0
Pct 7348,Election Day,7348,1,957,231,24.14,153,32,47,0
Pct 7348,VBM,7348,1,957,416,43.47,310,37,54,0
Pct 7349,Election Day,7349,1,1006,277,27.53,201,30,46,0
Pct 7349,VBM,7349,1,1006,494,49.11,364,48,71,0
Pct 7501,Election Day,7501,1,574,201,35.02,137,23,41,0
Pct 7501,VBM,7501,1,574,321,55.92,247,26,40,1
Pct 7502,Election Day,7502,1,808,240,29.70,180,25,35,1
Pct 7502,VBM,7502,1,808,454,56.19,331,47,65,0
Pct 7503,Election Day,7503,1,808,252,31.19,176,36,42,1
Pct 7503,VBM,7503,1,808,436,53.96,330,40,54,0
Pct 7504,Election Day,7504,1,503,158,31.41,99,18,39,0
Pct 7504,VBM,7504,1,503,262,52.09,186,26,38,0
Pct 7505,Election Day,7505,1,915,181,19.78,120,32,29,0
Pct 7505,VBM,7505,1,915,581,63.50,380,119,66,0
Pct 7506,Election Day,7506,1,1018,261,25.64,196,23,41,0
Pct 7506,VBM,7506,1,1018,537,52.75,399,49,69,0
Pct 7507,Election Day,7507,1,992,244,24.60,182,24,39,0
Pct 7507,VBM,7507,1,992,387,39.01,300,47,36,0
Pct 7508,Election Day,7508,1,735,150,20.41,109,16,24,0
Pct 7508,VBM,7508,1,735,456,62.04,343,46,60,0
Pct 7509/7511,Election Day,7509,1,1006,260,25.84,214,20,27,1
Pct 7509/7511,VBM,7509,1,1006,565,56.16,428,53,72,0
Pct 7512,Election Day,7512,1,638,168,26.33,122,21,24,1
Pct 7512,VBM,7512,1,638,325,50.94,241,38,40,1
Pct 7513,Election Day,7513,1,836,257,30.74,171,27,61,0
Pct 7513,VBM,7513,1,836,344,41.15,251,43,44,0
Pct 7514,Election Day,7514,1,886,186,20.99,115,22,50,0
Pct 7514,VBM,7514,1,886,358,40.41,237,60,54,0
Pct 7515,Election Day,7515,1,898,262,29.18,179,38,45,0
Pct 7515,VBM,7515,1,898,448,49.89,325,68,49,0
Pct 7516,Election Day,7516,1,907,201,22.16,143,25,33,0
Pct 7516,VBM,7516,1,907,558,61.52,416,57,80,0
