PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),SHANELL WILLIAMS,ALEX RANDOLPH,TOM TEMPRANO,RAFAEL MANDELMAN,AMY BACHARACH,WRITE-IN,Under Vote,Over Vote
Pct 7911,VBM,7911,1,907,430,47.41,228,164,183,214,139,1,791,0
Pct 7912,Election Day,7912,1,1090,348,31.93,170,76,160,172,62,1,751,0
Pct 7912,VBM,7912,1,1090,526,48.26,273,169,225,263,144,1,1029,0
Pct 7913,Election Day,7913,1,964,376,39.00,197,100,181,180,81,1,764,0
Pct 7913,VBM,7913,1,964,424,43.98,203,168,180,212,122,3,808,0
Pct 7914,Election Day,7914,1,895,315,35.20,160,97,144,152,62,1,644,0
Pct 7914,VBM,7914,1,895,437,48.83,248,170,192,248,129,1,760,0
Pct 7915,Election Day,7915,1,892,329,36.88,184,92,161,182,69,0,628,0
Pct 7915,VBM,7915,1,892,387,43.39,211,143,178,192,125,5,694,0
Pct 7916,Election Day,7916,1,953,307,32.21,170,90,153,176,75,1,563,0
Pct 7916,VBM,7916,1,953,461,48.37,268,174,219,263,129,1,790,0
Pct 7917,Election Day,7917,1,1073,389,36.25,178,106,189,178,91,2,808,4
Pct 7917,VBM,7917,1,1073,479,44.64,254,158,221,238,126,2,913,4
Pct 7918,Election Day,7918,1,860,304,35.35,145,86,148,156,60,4,617,0
Pct 7918,VBM,7918,1,860,393,45.70,200,150,175,211,107,1,728,0
Pct 7919,Election Day,7919,1,928,361,38.90,194,85,185,207,71,2,696,4
Pct 7919,VBM,7919,1,928,406,43.75,222,144,197,216,120,4,721,0
Pct 7921,Election Day,7921,1,970,293,30.21,145,80,130,119,79,0,619,0
Pct 7921,VBM,7921,1,970,401,41.34,196,162,185,185,127,0,745,4
Pct 7922,Election Day,7922,1,884,306,34.62,144,74,136,149,67,0,654,0
Pct 7922,VBM,7922,1,884,399,45.14,240,165,186,229,126,4,646,0
Pct 7923,Election Day,7923,1,930,335,36.02,184,94,178,176,70,0,638,0
Pct 7923,VBM,7923,1,930,354,38.06,193,115,174,192,109,0,633,0
Pct 7924,Election Day,7924,1,883,280,31.71,153,72,141,143,58,1,552,0
Pct 7924,VBM,7924,1,883,416,47.11,222,159,192,214,126,4,747,0
Pct 7925,Election Day,7925,1,591,196,33.16,119,70,100,118,56,3,318,0
Pct 7925,VBM,7925,1,591,287,48.56,147,99,118,139,73,0,572,0
Pct 7926,Election Day,7926,1,820,259,31.59,137,75,132,147,58,3,484,0
Pct 7926,VBM,7926,1,820,436,53.17,264,179,198,236,131,1,731,4
Pct 7927,Election Day,7927,1,782,283,36.19,167,84,152,165,59,0,505,0
Pct 7927,VBM,7927,1,782,405,51.79,203,164,173,218,121,1,736,4
Pct 7928,Election Day,7928,1,976,323,33.09,186,107,152,182,96,0,569,0
Pct 7928,VBM,7928,1,976,526,53.89,304,210,253,286,165,3,883,0
Pct 7929,Election Day,7929,1,871,290,33.30,159,98,152,169,82,1,499,0
Pct 7929,VBM,7929,1,871,490,56.26,299,219,231,292,163,1,755,0
Pct 7931,Election Day,7931,1,765,252,32.94,139,90,117,145,61,1,451,4
Pct 7931,VBM,7931,1,765,435,56.86,261,204,198,240,143,0,690,4
Pct 7932,Election Day,7932,1,557,173,31.06,94,63,77,83,50,0,325,0
Pct 7932,VBM,7932,1,557,309,55.48,185,134,134,167,112,0,504,0
Pct 7933 MB,Election Day,7933,1,8,0,0.00,0,0,0,0,0,0,0,0
Pct 7933 MB,VBM,7933,1,8,7,87.50,3,3,2,2,2,0,16,0
Pct 7934,Election Day,7934,1,888,289,32.55,154,80,152,157,64,2,547,0
Pct 7934,VBM,7934,1,888,483,54.39,281,207,255,294,145,1,749,0
Pct 7935,Election Day,7935,1,949,341,35.93,197,116,193,203,85,2,568,0
Pct 7935,VBM,7935,1,949,510,53.74,319,229,234,308,173,0,777,0
Pct 7936,Election Day,7936,1,876,325,37.10,192,129,162,194,82,1,540,0
Pct 7936,VBM,7936,1,876,439,50.11,262,209,210,259,134,2,680,0
Pct 7937,Election Day,7937,1,909,325,35.75,180,103,158,174,70,2,609,4
Pct 7937,VBM,7937,1,909,455,50.06,267,215,212,281,146,0,699,0
Pct 7938,Election Day,7938,1,808,295,36.51,162,82,145,148,71,0,564,8
Pct 7938,VBM,7938,1,808,341,42.20,203,122,172,180,79,1,603,4
Pct 7939,Election Day,7939,1,674,262,38.87,139,95,133,144,57,0,480,0
Pct 7939,VBM,7939,1,674,331,49.11,195,134,156,186,93,0,560,0
Pct 7941,Election Day,7941,1,790,261,33.04,115,74,115,122,76,0,542,0
Pct 7941,VBM,7941,1,790,394,49.87,228,161,158,211,132,1,685,0
Pct 7942,Election Day,7942,1,950,299,31.47,150,102,124,139,76,4,597,4
Pct 7942,VBM,7942,1,950,470,49.47,248,192,185,237,149,1,868,0
Pct 7943,Election Day,7943,1,938,310,33.05,152,99,129,155,88,2,615,0
Pct 7943,VBM,7943,1,938,470,50.11,219,216,191,238,167,2,847,0
Pct 7944,Election Day,7944,1,830,305,36.75,166,92,146,167,65,2,582,0
Pct 7944,VBM,7944,1,830,387,46.63,240,170,187,227,120,0,604,0
Pct 7945,Election Day,7945,1,926,208,22.46,93,64,82,79,53,1,460,0
Pct 7945,VBM,7945,1,926,455,49.14,254,191,174,227,158,1,807,8
Pct 7946,Election Day,7946,1,976,225,23.05,108,75,101,101,67,0,448,0
Pct 7946,VBM,7946,1,976,491,50.31,242,231,170,240,194,1,886,0
Pct 7947,Election Day,7947,1,964,257,26.66,97,75,95,100,60,1,600,0
Pct 7947,VBM,7947,1,964,460,47.72,215,177,135,195,192,2,924,0
Pct 7948,Election Day,7948,1,933,270,28.94,119,64,100,104,61,1,631,0
Pct 7948,VBM,7948,1,933,451,48.34,215,198,180,206,169,5,823,8
Pct 7949,Election Day,7949,1,594,142,23.91,65,36,48,45,39,0,335,0
Pct 7949,VBM,7949,1,594,291,48.99,129,131,75,132,110,0,587,0
Pct 7951,Election Day,7951,1,841,189,22.47,81,54,66,70,52,0,433,0
Pct 7951,VBM,7951,1,841,456,54.22,221,197,144,189,172,1,900,0
Pct 7952,Election Day,7952,1,865,221,25.55,96,65,76,76,77,2,492,0
Pct 7952,VBM,7952,1,865,430,49.71,219,177,147,206,142,8,821,0
Pct 7953,Election Day,7953,1,853,216,25.32,113,77,88,100,61,0,425,0
Pct 7953,VBM,7953,1,853,461,54.04,217,195,151,204,179,0,898,0
Pct 7954 MB,Election Day,7954,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 7954 MB,VBM,7954,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 7955,Election Day,7955,1,899,218,24.25,88,72,75,88,66,2,481,0
Pct 7955,VBM,7955,1,899,466,51.84,236,206,161,201,182,3,875,0
Pct 7956,Election Day,7956,1,779,199,25.55,76,66,68,68,68,2,448,0
Pct 7956,VBM,7956,1,779,380,48.78,183,175,128,169,146,2,717,0
Pct 7957,Election Day,7957,1,664,188,28.31,99,61,78,71,45,1,397,0
Pct 7957,VBM,7957,1,664,336,50.60,172,151,116,149,130,0,618,8
Pct 7958 MB,Election Day,7958,1,291,8,2.75,5,3,3,4,1,0,16,0
Pct 7958 MB,VBM,7958,1,291,191,65.64,100,76,62,88,58,1,379,0
Pct 9001 MB,Election Day,9001,1,269,11,4.09,5,2,1,0,1,0,35,0
Pct 9001 MB,VBM,9001,1,269,186,69.14,116,99,69,82,78,0,296,4
Pct 9101,Election Day,9101,1,899,296,32.93,126,90,95,108,101,1,663,0
Pct 9101,VBM,9101,1,899,444,49.39,175,173,126,173,168,3,954,4
Pct 9102,Election Day,9102,1,989,313,31.65,124,97,115,122,85,3,706,0
Pct 9102,VBM,9102,1,989,504,50.96,220,204,158,204,178,8,1044,0
Pct 9103,Election Day,9103,1,971,317,32.65,141,108,92,117,80,2,728,0
Pct 9103,VBM,9103,1,971,469,48.30,209,194,134,189,172,4,974,0
Pct 9104,Election Day,9104,1,1004,273,27.19,135,94,101,120,89,1,552,0
Pct 9104,VBM,9104,1,1004,522,51.99,264,218,166,229,178,1,1032,0
Pct 9105,Election Day,9105,1,975,316,32.41,148,126,106,147,99,0,638,0
Pct 9105,VBM,9105,1,975,501,51.38,211,191,145,198,172,7,1080,0
Pct 9106,Election Day,9106,1,938,307,32.73,127,101,100,110,98,0,692,0
Pct 9106,VBM,9106,1,938,512,54.58,230,215,167,221,198,10,1007,0
Pct 9107,Election Day,9107,1,859,290,33.76,123,88,93,109,81,0,666,0
Pct 9107,VBM,9107,1,859,389,45.29,184,152,144,144,123,1,796,12
Pct 9108,Election Day,9108,1,815,294,36.07,130,100,96,124,115,1,610,0
Pct 9108,VBM,9108,1,815,397,48.71,197,175,122,185,148,0,761,0
Pct 9109,Election Day,9109,1,875,311,35.54,127,106,93,118,89,1,710,0
Pct 9109,VBM,9109,1,875,438,50.06,200,172,151,176,151,0,902,0
Pct 9111,Election Day,9111,1,785,278,35.41,111,79,84,93,64,2,679,0
Pct 9111,VBM,9111,1,785,359,45.73,162,138,125,158,123,1,729,0
Pct 9112,Election Day,9112,1,975,294,30.15,140,110,99,121,94,0,612,0
Pct 9112,VBM,9112,1,975,510,52.31,222,203,149,228,186,0,1052,0
Pct 9113,Election Day,9113,1,1008,331,32.84,145,119,112,133,113,0,702,0
Pct 9113,VBM,9113,1,1008,522,51.79,255,214,146,231,189,0,1053,0
Pct 9114,Election Day,9114,1,913,308,33.73,132,89,110,104,85,0,712,0
Pct 9114,VBM,9114,1,913,441,48.30,210,167,143,184,155,9,896,0
Pct 9115,Election Day,9115,1,948,293,30.91,135,96,101,124,89,0,627,0
Pct 9115,VBM,9115,1,948,468,49.37,214,165,127,201,159,6,1000,0
Pct 9116,Election Day,9116,1,986,326,33.06,170,97,131,140,89,1,676,0
Pct 9116,VBM,9116,1,986,485,49.19,221,183,160,211,160,2,1003,0
Pct 9117,Election Day,9117,1,785,232,29.55,109,92,92,104,73,2,456,0
Pct 9117,VBM,9117,1,785,438,55.80,172,181,123,169,157,1,949,0
Pct 9118,Election Day,9118,1,987,295,29.89,120,89,98,112,89,0,672,0
Pct 9118,VBM,9118,1,987,485,49.14,198,176,138,185,163,1,1079,0
Pct 9119,Election Day,9119,1,911,275,30.19,123,81,85,91,83,2,631,4
Pct 9119,VBM,9119,1,911,469,51.48,208,197,161,208,156,1,945,0
Pct 9121,Election Day,9121,1,950,314,33.05,129,103,88,118,107,4,707,0
Pct 9121,VBM,9121,1,950,444,46.74,191,174,131,168,173,3,936,0
Pct 9122,Election Day,9122,1,976,262,26.84,129,90,107,113,72,0,537,0
Pct 9122,VBM,9122,1,976,507,51.95,199,189,160,181,184,1,1110,4
Pct 9123,Election Day,9123,1,902,290,32.15,121,108,100,110,78,1,642,0
Pct 9123,VBM,9123,1,902,450,49.89,203,170,135,201,157,1,933,0
Pct 9124,Election Day,9124,1,940,263,27.98,102,80,72,93,84,0,621,0
Pct 9124,VBM,9124,1,940,467,49.68,202,168,132,177,160,1,1024,4
Pct 9125,Election Day,9125,1,911,263,28.87,124,82,83,93,81,0,589,0
Pct 9125,VBM,9125,1,911,477,52.36,217,190,156,186,164,0,995,0
Pct 9126,Election Day,9126,1,978,283,28.94,140,97,84,121,93,2,595,0
Pct 9126,VBM,9126,1,978,537,54.91,219,209,169,215,191,1,1144,0
Pct 9127,Election Day,9127,1,985,347,35.23,153,114,117,146,106,1,751,0
Pct 9127,VBM,9127,1,985,472,47.92,202,171,142,178,161,4,1030,0
Pct 9128,Election Day,9128,1,859,282,32.83,111,93,80,109,85,0,650,0
Pct 9128,VBM,9128,1,859,445,51.80,201,180,127,188,160,0,924,0
Pct 9129,Election Day,9129,1,772,259,33.55,119,78,102,108,64,5,560,0
Pct 9129,VBM,9129,1,772,362,46.89,170,134,100,140,112,1,787,4
Pct 9131,Election Day,9131,1,806,250,31.02,118,78,84,107,84,5,524,0
Pct 9131,VBM,9131,1,806,411,50.99,194,157,124,162,139,5,863,0
Pct 9132,Election Day,9132,1,898,297,33.07,131,94,100,116,86,0,661,0
Pct 9132,VBM,9132,1,898,404,44.99,205,145,148,180,122,0,816,0
Pct 9133,Election Day,9133,1,1083,299,27.61,154,109,116,139,96,2,576,4
Pct 9133,VBM,9133,1,1083,589,54.39,273,251,159,249,197,9,1218,0
Pct 9134,Election Day,9134,1,937,248,26.47,108,58,80,89,56,0,601,0
Pct 9134,VBM,9134,1,937,519,55.39,214,177,172,204,159,1,1149,0
Pct 9135,Election Day,9135,1,831,242,29.12,101,78,87,78,68,0,556,0
Pct 9135,VBM,9135,1,831,410,49.34,166,148,128,154,121,2,921,0
Pct 9136,Election Day,9136,1,952,313,32.88,147,99,93,111,92,1,709,0
Pct 9136,VBM,9136,1,952,475,49.89,253,207,181,215,172,5,867,0
Pct 9137,Election Day,9137,1,977,287,29.38,123,90,97,101,94,7,636,0
Pct 9137,VBM,9137,1,977,498,50.97,236,200,163,203,193,1,996,0
Pct 9138,Election Day,9138,1,930,264,28.39,119,78,91,99,74,0,595,0
Pct 9138,VBM,9138,1,930,507,54.52,242,202,170,226,184,10,990,4
Pct 9139,Election Day,9139,1,1004,298,29.68,129,103,99,120,99,0,642,0
Pct 9139,VBM,9139,1,1004,533,53.09,244,216,172,226,191,6,1077,0
Pct 9141,Election Day,9141,1,963,296,30.74,130,92,103,111,88,0,656,4
Pct 9141,VBM,9141,1,963,498,51.71,237,210,145,240,200,1,959,0
Pct 9142,Election Day,9142,1,1003,327,32.60,153,103,106,131,89,0,726,0
Pct 9142,VBM,9142,1,1003,516,51.45,275,216,175,244,192,0,962,0
Pct 9143,Election Day,9143,1,921,290,31.49,151,91,113,135,76,1,593,0
Pct 9143,VBM,9143,1,921,457,49.62,210,168,138,191,151,3,967,0
Pct 9144,Election Day,9144,1,983,341,34.69,161,118,121,150,124,0,690,0
Pct 9144,VBM,9144,1,983,491,49.95,212,217,162,219,182,0,972,0
Pct 9145,Election Day,9145,1,889,297,33.41,139,100,101,128,97,0,623,0
Pct 9145,VBM,9145,1,889,456,51.29,208,183,139,194,158,0,938,4
Pct 9146,Election Day,9146,1,929,359,38.64,164,115,126,138,85,0,808,0
Pct 9146,VBM,9146,1,929,440,47.36,217,157,168,192,128,3,895,0
Pct 9147,Election Day,9147,1,983,302,30.72,145,82,112,131,87,1,650,0
Pct 9147,VBM,9147,1,983,516,52.49,228,169,178,215,158,1,1115,0
Pct 9148,Election Day,9148,1,1007,340,33.76,165,118,120,147,104,0,706,0
Pct 9148,VBM,9148,1,1007,529,52.53,231,193,155,215,166,4,1152,0
Pct 9149,Election Day,9149,1,976,320,32.79,142,100,116,131,74,2,715,0
Pct 9149,VBM,9149,1,976,522,53.48,245,201,183,223,180,10,1046,0
Pct 9151,Election Day,9151,1,858,288,33.57,119,102,97,89,99,1,645,0
Pct 9151,VBM,9151,1,858,416,48.48,188,161,119,170,163,1,862,0
Pct 9152,Election Day,9152,1,842,291,34.56,125,92,99,86,78,0,684,0
Pct 9152,VBM,9152,1,842,345,40.97,159,122,118,143,131,2,705,0
Pct 9201,Election Day,9201,1,1047,404,38.59,196,143,165,177,135,1,799,0
Pct 9201,VBM,9201,1,1047,489,46.70,243,208,199,217,192,4,893,0
Pct 9202,Election Day,9202,1,962,342,35.55,123,122,96,121,118,0,788,0
Pct 9202,VBM,9202,1,962,464,48.23,195,189,155,192,176,3,946,0
Pct 9203,Election Day,9203,1,1006,308,30.62,79,77,73,86,81,0,836,0
Pct 9203,VBM,9203,1,1006,549,54.57,186,202,140,159,187,1,1321,0
Pct 9204,Election Day,9204,1,849,325,38.28,98,98,84,102,110,1,807,0
Pct 9204,VBM,9204,1,849,408,48.06,156,161,119,148,152,0,896,0
Pct 9205,Election Day,9205,1,760,249,32.76,73,70,64,70,76,3,640,0
Pct 9205,VBM,9205,1,760,403,53.03,154,143,91,135,129,0,960,0
Pct 9206,Election Day,9206,1,960,287,29.90,72,86,68,77,76,0,769,0
Pct 9206,VBM,9206,1,960,535,55.73,193,208,143,197,206,3,1190,0
Pct 9207,Election Day,9207,1,980,335,34.18,92,106,93,92,84,4,869,0
Pct 9207,VBM,9207,1,980,510,52.04,143,177,135,143,158,1,1283,0
Pct 9208,Election Day,9208,1,1028,356,34.63,106,116,100,100,86,1,915,0
Pct 9208,VBM,9208,1,1028,541,52.63,174,200,148,161,177,1,1303,0
Pct 9209,Election Day,9209,1,750,283,37.73,82,79,73,77,94,1,726,0
Pct 9209,VBM,9209,1,750,363,48.40,113,120,101,113,99,0,906,0
Pct 9211,Election Day,9211,1,910,326,35.82,90,106,81,107,100,0,820,0
Pct 9211,VBM,9211,1,910,452,49.67,134,133,119,119,148,2,1153,0
Pct 9212,Election Day,9212,1,857,298,34.77,97,88,74,73,88,0,772,0
Pct 9212,VBM,9212,1,857,448,52.28,170,156,127,135,153,6,1041,4
Pct 9213,Election Day,9213,1,987,349,35.36,105,123,95,102,110,0,861,0
Pct 9213,VBM,9213,1,987,504,51.06,170,182,138,169,157,1,1195,4
Pct 9214,Election Day,9214,1,632,195,30.85,57,66,63,52,54,0,484,4
Pct 9214,VBM,9214,1,632,344,54.43,117,144,109,121,116,1,768,0
Pct 9215,Election Day,9215,1,645,216,33.49,71,72,53,70,70,2,526,0
Pct 9215,VBM,9215,1,645,350,54.26,114,138,95,126,111,1,815,0
Pct 9216,Election Day,9216,1,861,301,34.96,98,101,82,89,94,1,739,0
Pct 9216,VBM,9216,1,861,425,49.36,138,148,106,126,145,3,1034,0
Pct 9217,Election Day,9217,1,761,268,35.22,85,84,69,80,89,0,665,0
Pct 9217,VBM,9217,1,761,394,51.77,138,132,107,133,144,0,922,0
Pct 9218,Election Day,9218,1,868,288,33.18,100,98,79,94,95,0,686,0
Pct 9218,VBM,9218,1,868,442,50.92,132,163,124,131,137,3,1078,0
Pct 9219,Election Day,9219,1,829,295,35.59,84,89,76,90,89,0,752,0
Pct 9219,VBM,9219,1,829,424,51.15,149,165,123,143,138,2,976,0
Pct 9221,Election Day,9221,1,662,171,25.83,49,60,41,60,64,0,410,0
Pct 9221,VBM,9221,1,662,466,70.39,137,204,124,183,160,1,1055,0
Pct 9222,Election Day,9222,1,889,281,31.61,81,89,65,90,89,0,710,0
Pct 9222,VBM,9222,1,889,530,59.62,176,230,124,186,215,4,1181,4
Pct 9223,Election Day,9223,1,664,184,27.71,62,56,47,52,67,0,452,0
Pct 9223,VBM,9223,1,664,389,58.58,116,136,99,125,131,1,948,0
Pct 9224,Election Day,9224,1,993,300,30.21,87,103,82,95,88,0,745,0
Pct 9224,VBM,9224,1,993,563,56.70,213,237,169,223,188,1,1221,0
Pct 9225,Election Day,9225,1,994,346,34.81,124,102,83,100,118,1,856,0
Pct 9225,VBM,9225,1,994,580,58.35,213,210,158,204,198,3,1334,0
Pct 9226,Election Day,9226,1,960,292,30.42,84,97,71,96,94,1,725,0
Pct 9226,VBM,9226,1,960,541,56.35,180,208,151,189,185,4,1243,4
Pct 9227,Election Day,9227,1,759,237,31.23,77,89,64,73,83,0,562,0
Pct 9227,VBM,9227,1,759,428,56.39,177,192,127,207,174,3,828,4
Pct 9228,Election Day,9228,1,725,233,32.14,94,77,71,88,79,0,523,0
Pct 9228,VBM,9228,1,725,418,57.66,158,196,130,189,181,1,817,0
Pct 9229,Election Day,9229,1,615,195,31.71,72,83,61,93,85,0,386,0
Pct 9229,VBM,9229,1,615,360,58.54,142,157,98,144,144,5,750,0
Pct 9231,Election Day,9231,1,1006,372,36.98,158,140,131,157,128,1,773,0
Pct 9231,VBM,9231,1,1006,497,49.40,201,207,153,201,183,1,1042,0
Pct 9232,Election Day,9232,1,746,276,37.00,99,99,91,103,80,2,630,0
Pct 9232,VBM,9232,1,746,419,56.17,170,197,108,178,190,4,829,0
Pct 9233,Election Day,9233,1,816,268,32.84,76,89,50,89,91,1,672,4
Pct 9233,VBM,9233,1,816,468,57.35,149,199,122,182,159,0,1061,0
Pct 9234,Election Day,9234,1,759,216,28.46,86,73,70,71,65,0,499,0
Pct 9234,VBM,9234,1,759,448,59.03,147,195,109,172,169,0,1000,0
Pct 9235,Election Day,9235,1,907,303,33.41,119,127,94,113,113,0,646,0
Pct 9235,VBM,9235,1,907,515,56.78,159,198,122,196,192,0,1193,0
Pct 9236,Election Day,9236,1,682,237,34.75,71,79,58,65,77,1,597,0
Pct 9236,VBM,9236,1,682,363,53.23,125,151,97,139,124,3,813,0
Pct 9237,Election Day,9237,1,941,279,29.65,84,97,61,86,87,1,700,0
Pct 9237,VBM,9237,1,941,545,57.92,191,195,144,199,187,1,1263,0
Pct 9238,Election Day,9238,1,846,271,32.03,100,102,72,101,88,0,621,0
Pct 9238,VBM,9238,1,846,538,63.59,187,215,147,218,207,1,1173,4
Pct 9239,Election Day,9239,1,885,250,28.25,91,90,54,89,87,0,589,0
Pct 9239,VBM,9239,1,885,588,66.44,216,228,138,226,208,0,1332,4
Pct 9241,Election Day,9241,1,1027,286,27.85,90,90,70,92,92,0,710,0
Pct 9241,VBM,9241,1,1027,608,59.20,224,233,197,229,209,1,1335,4
Pct 9242,Election Day,9242,1,1023,317,30.99,101,102,94,99,106,1,765,0
Pct 9242,VBM,9242,1,1023,568,55.52,224,224,143,218,224,3,1232,4
Pct 9243,Election Day,9243,1,611,228,37.32,87,79,69,80,77,0,520,0
Pct 9243,VBM,9243,1,611,327,53.52,126,141,101,131,132,2,675,0
Pct 9244,Election Day,9244,1,940,279,29.68,89,91,81,98,79,0,678,0
Pct 9244,VBM,9244,1,940,545,57.98,192,220,139,185,187,3,1254,0
Pct 9245,Election Day,9245,1,725,229,31.59,86,82,73,81,74,0,520,0
Pct 9245,VBM,9245,1,725,398,54.90,167,164,140,161,132,2,826,0
Pct 9246,Election Day,9246,1,964,293,30.39,103,86,67,98,89,0,729,0
Pct 9246,VBM,9246,1,964,549,56.95,197,188,148,189,176,5,1293,0
Pct 9247,Election Day,9247,1,1004,315,31.37,107,101,88,101,92,0,771,0
Pct 9247,VBM,9247,1,1004,570,56.77,219,237,157,233,216,3,1215,0
Pct 9248,Election Day,9248,1,955,296,30.99,125,101,91,114,84,1,668,0
Pct 9248,VBM,9248,1,955,550,57.59,213,220,151,213,192,0,1211,0
Pct 9249,Election Day,9249,1,926,322,34.77,121,125,105,137,116,0,684,0
Pct 9249,VBM,9249,1,926,485,52.38,186,209,153,193,175,4,1020,0
Pct 9251,Election Day,9251,1,982,324,32.99,130,116,92,122,108,5,723,0
Pct 9251,VBM,9251,1,982,547,55.70,243,224,179,218,197,7,1120,0
Pct 9252,Election Day,9252,1,943,284,30.12,114,98,91,108,92,0,633,0
Pct 9252,VBM,9252,1,943,553,58.64,228,245,179,223,203,7,1123,4
Pct 9253,Election Day,9253,1,808,253,31.31,88,78,73,89,77,0,599,8
Pct 9253,VBM,9253,1,808,456,56.44,192,185,155,203,137,2,946,4
Pct 9254,Election Day,9254,1,951,300,31.55,113,90,90,107,89,1,710,0
Pct 9254,VBM,9254,1,951,571,60.04,228,226,141,208,189,0,1292,0
Pct 9255,Election Day,9255,1,577,213,36.92,95,75,82,83,74,1,442,0
Pct 9255,VBM,9255,1,577,305,52.86,112,110,87,101,93,2,715,0
Pct 9256,Election Day,9256,1,403,133,33.00,49,37,34,42,38,0,332,0
Pct 9256,VBM,9256,1,403,209,51.86,85,80,68,74,67,0,462,0
Pct 9257 MB,Election Day,9257,1,339,9,2.65,2,2,2,1,1,0,28,0
Pct 9257 MB,VBM,9257,1,339,278,82.01,138,106,109,120,81,0,558,0
Pct 9258,Election Day,9258,1,715,216,30.21,90,88,74,80,71,0,461,0
Pct 9258,VBM,9258,1,715,429,60.00,184,172,140,200,155,3,862,0
Pct 9401,Election Day,9401,1,1014,355,35.01,162,109,131,147,93,0,778,0
Pct 9401,VBM,9401,1,1014,460,45.36,200,162,183,202,152,10,931,0
Pct 9402,Election Day,9402,1,1028,323,31.42,131,110,102,135,100,1,713,0
Pct 9402,VBM,9402,1,1028,493,47.96,233,183,159,224,166,5,1002,0
Pct 9403,Election Day,9403,1,933,273,29.26,107,76,85,111,76,0,637,0
Pct 9403,VBM,9403,1,933,466,49.95,238,203,166,218,175,5,851,8
Pct 9404,Election Day,9404,1,921,286,31.05,137,92,115,129,91,0,580,0
Pct 9404,VBM,9404,1,921,458,49.73,208,176,149,188,148,7,952,4
Pct 9405,Election Day,9405,1,818,258,31.54,110,88,78,111,83,2,560,0
Pct 9405,VBM,9405,1,818,441,53.91,197,177,129,198,158,6,899,0
Pct 9406,Election Day,9406,1,916,291,31.77,121,91,102,120,92,0,638,0
Pct 9406,VBM,9406,1,916,500,54.59,242,223,165,251,182,2,935,0
Pct 9407,Election Day,9407,1,941,309,32.84,123,88,97,114,77,0,737,0
Pct 9407,VBM,9407,1,941,419,44.53,187,170,135,178,149,1,856,0
Pct 9408,Election Day,9408,1,879,297,33.79,140,93,108,119,94,0,634,0
Pct 9408,VBM,9408,1,879,407,46.30,214,145,133,180,113,0,843,0
Pct 9409,Election Day,9409,1,626,236,37.70,117,69,84,104,55,0,515,0
Pct 9409,VBM,9409,1,626,288,46.01,128,98,96,126,91,5,604,4
Pct 9411,Election Day,9411,1,1051,345,32.83,146,107,119,134,99,1,774,0
Pct 9411,VBM,9411,1,1051,495,47.10,233,193,171,223,179,0,977,4
Pct 9412,Election Day,9412,1,885,291,32.88,137,97,101,138,89,1,597,4
Pct 9412,VBM,9412,1,885,412,46.55,182,148,143,193,120,0,862,0
Pct 9413,Election Day,9413,1,907,265,29.22,112,90,95,108,80,0,575,0
Pct 9413,VBM,9413,1,907,477,52.59,201,182,150,208,148,5,1014,0
Pct 9414,Election Day,9414,1,894,272,30.43,114,80,78,113,73,0,630,0
Pct 9414,VBM,9414,1,894,468,52.35,206,187,159,216,167,7,926,4
Pct 9415,Election Day,9415,1,798,216,27.07,86,70,68,81,53,0,506,0
Pct 9415,VBM,9415,1,798,421,52.76,189,177,136,176,159,0,847,0
Pct 9416,Election Day,9416,1,1018,305,29.96,130,110,104,132,98,1,641,4
Pct 9416,VBM,9416,1,1018,501,49.21,222,179,148,203,185,1,1066,0
Pct 9417,Election Day,9417,1,759,192,25.30,87,59,53,78,58,3,430,0
Pct 9417,VBM,9417,1,759,412,54.28,169,166,123,180,136,0,870,4
Pct 9418,Election Day,9418,1,814,235,28.87,93,74,66,87,74,0,546,0
Pct 9418,VBM,9418,1,814,407,50.00,151,150,116,154,132,0,925,0
Pct 9419,Election Day,9419,1,902,245,27.16,92,75,70,81,73,0,589,0
Pct 9419,VBM,9419,1,902,463,51.33,195,172,137,170,157,6,1015,0
Pct 9421,Election Day,9421,1,929,243,26.16,88,72,66,85,71,0,590,0
Pct 9421,VBM,9421,1,929,489,52.64,217,193,140,209,165,1,1027,4
Pct 9422,Election Day,9422,1,1082,348,32.16,133,117,104,134,110,0,794,0
Pct 9422,VBM,9422,1,1082,539,49.82,262,224,185,237,216,2,1022,8
Pct 9423,Election Day,9423,1,909,269,29.59,100,77,86,96,69,4,644,0
Pct 9423,VBM,9423,1,909,449,49.39,213,193,171,213,158,11,837,0
Pct 9424,Election Day,9424,1,951,246,25.87,104,75,78,87,90,0,550,0
Pct 9424,VBM,9424,1,951,510,53.63,223,224,154,241,213,0,985,0
Pct 9425,Election Day,9425,1,964,258,26.76,103,78,77,91,71,5,607,0
Pct 9425,VBM,9425,1,964,490,50.83,211,192,145,194,159,0,1059,0
Pct 9426,Election Day,9426,1,835,241,28.86,100,83,69,89,78,4,541,0
Pct 9426,VBM,9426,1,835,422,50.54,185,152,134,176,149,4,888,0
Pct 9427,Election Day,9427,1,963,250,25.96,86,74,70,84,63,4,619,0
Pct 9427,VBM,9427,1,963,483,50.16,207,207,137,201,183,0,997,0
