PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),IAN KALIN,PHIL KIM,JILL WYNNS,MARK SANCHEZ,RACHEL NORTON,MATT HANEY,STEVON COOK,ROB GELLER,TREVOR MCNEIL,WRITE-IN,Under Vote,Over Vote
Pct 7822,VBM,7822,1,951,458,48.16,49,57,117,182,154,228,190,23,86,2,740,4
Pct 7823,Election Day,7823,1,928,294,31.68,14,34,54,137,85,160,149,16,49,1,477,0
Pct 7823,VBM,7823,1,928,512,55.17,57,61,129,203,185,261,242,30,96,0,780,4
Pct 7824,Election Day,7824,1,794,254,31.99,15,29,37,116,58,122,108,12,34,1,484,0
Pct 7824,VBM,7824,1,794,411,51.76,41,50,78,153,125,209,178,26,70,3,703,8
Pct 7825,Election Day,7825,1,578,216,37.37,18,36,48,106,67,112,111,16,39,0,311,0
Pct 7825,VBM,7825,1,578,305,52.77,33,29,77,117,113,146,138,16,57,3,491,0
Pct 7826,Election Day,7826,1,709,259,36.53,18,23,48,126,83,157,140,9,40,0,392,0
Pct 7826,VBM,7826,1,709,374,52.75,38,44,79,170,122,198,186,27,58,0,574,0
Pct 7827,Election Day,7827,1,931,313,33.62,17,36,42,155,57,152,145,24,35,0,589,0
Pct 7827,VBM,7827,1,931,445,47.80,35,59,65,216,101,209,227,33,76,1,754,4
Pct 7828,Election Day,7828,1,1053,311,29.53,38,46,73,109,86,137,132,20,81,0,522,0
Pct 7828,VBM,7828,1,1053,613,58.21,64,77,141,227,214,301,276,23,135,0,986,8
Pct 7829,Election Day,7829,1,904,269,29.76,34,30,68,106,79,129,103,22,59,2,444,0
Pct 7829,VBM,7829,1,904,572,63.27,62,68,174,197,246,309,256,35,119,2,816,4
Pct 7831,Election Day,7831,1,906,272,30.02,27,29,63,122,85,147,131,14,46,0,424,0
Pct 7831,VBM,7831,1,906,531,58.61,45,37,175,199,226,295,245,21,100,0,773,8
Pct 7832,Election Day,7832,1,824,247,29.98,33,25,58,104,81,117,116,9,42,0,403,0
Pct 7832,VBM,7832,1,824,512,62.14,53,40,127,189,185,259,220,22,98,0,855,0
Pct 7833,Election Day,7833,1,785,251,31.97,27,31,39,119,61,126,114,14,29,0,444,0
Pct 7833,VBM,7833,1,785,459,58.47,39,52,113,184,161,239,202,17,68,0,761,0
Pct 7834,Election Day,7834,1,901,321,35.63,26,39,53,150,85,171,152,34,47,0,527,0
Pct 7834,VBM,7834,1,901,454,50.39,35,37,90,221,139,260,232,24,64,0,714,0
Pct 7835,Election Day,7835,1,863,249,28.85,20,38,39,102,55,110,112,18,49,3,450,0
Pct 7835,VBM,7835,1,863,536,62.11,56,72,125,204,190,266,238,41,127,1,824,0
Pct 7836,Election Day,7836,1,990,290,29.29,28,44,52,119,93,136,125,28,78,2,455,0
Pct 7836,VBM,7836,1,990,613,61.92,62,85,148,230,206,282,236,29,116,1,1049,8
Pct 7837,Election Day,7837,1,934,305,32.66,27,42,78,113,105,148,115,20,57,0,515,0
Pct 7837,VBM,7837,1,934,535,57.28,56,52,143,172,203,265,213,14,98,5,911,8
Pct 7838,Election Day,7838,1,933,250,26.80,29,42,57,107,86,129,108,19,65,2,352,4
Pct 7838,VBM,7838,1,933,589,63.13,53,61,164,239,254,326,279,29,127,0,816,8
Pct 7839,Election Day,7839,1,869,229,26.35,23,33,51,106,70,111,97,7,45,0,373,0
Pct 7839,VBM,7839,1,869,556,63.98,51,64,155,189,198,264,219,26,95,5,950,8
Pct 7841,Election Day,7841,1,947,309,32.63,30,34,72,125,100,150,140,13,53,0,519,0
Pct 7841,VBM,7841,1,947,530,55.97,52,46,129,205,184,276,237,14,69,4,900,4
Pct 7842,Election Day,7842,1,960,356,37.08,31,49,68,184,97,199,178,17,68,0,533,0
Pct 7842,VBM,7842,1,960,508,52.92,45,46,107,219,173,266,249,17,97,1,808,4
Pct 7843,Election Day,7843,1,802,272,33.92,17,26,65,126,82,141,135,15,34,0,443,4
Pct 7843,VBM,7843,1,802,407,50.75,44,54,97,189,145,218,199,25,73,1,583,0
Pct 7844,Election Day,7844,1,682,246,36.07,19,33,32,126,51,122,124,7,35,0,435,0
Pct 7844,VBM,7844,1,682,348,51.03,30,47,73,166,106,167,167,16,58,0,562,0
Pct 7845,Election Day,7845,1,869,288,33.14,32,27,72,109,105,148,137,11,60,1,446,4
Pct 7845,VBM,7845,1,869,495,56.96,53,51,142,190,210,262,215,23,105,1,720,8
Pct 7846,Election Day,7846,1,925,272,29.41,27,30,67,101,97,138,115,11,52,0,446,4
Pct 7846,VBM,7846,1,925,542,58.59,49,41,179,176,244,272,225,22,118,0,834,8
Pct 7847,Election Day,7847,1,960,284,29.58,19,39,57,120,96,147,130,17,55,1,451,4
Pct 7847,VBM,7847,1,960,559,58.23,52,70,176,187,223,296,224,35,107,0,862,4
Pct 7848,Election Day,7848,1,905,304,33.59,45,42,79,112,110,148,116,21,61,0,482,0
Pct 7848,VBM,7848,1,905,514,56.80,74,47,142,199,198,282,225,30,103,1,743,12
Pct 7849,Election Day,7849,1,967,318,32.89,33,37,71,127,104,167,156,15,61,0,501,0
Pct 7849,VBM,7849,1,967,546,56.46,39,48,154,219,225,297,255,33,106,5,803,0
Pct 7851,Election Day,7851,1,528,168,31.82,15,35,56,40,64,61,45,9,34,0,313,0
Pct 7851,VBM,7851,1,528,304,57.58,41,49,113,102,141,164,118,23,58,0,407,0
Pct 7852,Election Day,7852,1,644,179,27.80,17,33,46,55,53,68,63,12,43,0,326,0
Pct 7852,VBM,7852,1,644,405,62.89,42,64,107,165,146,200,166,31,83,0,612,4
Pct 7853,Election Day,7853,1,896,252,28.12,16,28,65,91,88,113,98,4,57,0,448,0
Pct 7853,VBM,7853,1,896,518,57.81,64,84,135,200,232,273,224,44,125,2,685,4
Pct 7854,Election Day,7854,1,933,302,32.37,30,46,74,91,93,125,105,19,71,0,550,4
Pct 7854,VBM,7854,1,933,523,56.06,60,60,162,175,211,260,210,28,106,1,811,8
Pct 7855,Election Day,7855,1,968,326,33.68,26,33,79,156,111,159,146,18,49,0,527,0
Pct 7855,VBM,7855,1,968,544,56.20,74,59,136,204,200,285,243,26,113,2,834,0
Pct 7856,Election Day,7856,1,849,289,34.04,32,43,61,138,90,133,124,18,63,1,449,4
Pct 7856,VBM,7856,1,849,480,56.54,65,64,119,191,163,261,223,22,80,3,729,0
Pct 7857,Election Day,7857,1,963,323,33.54,28,35,50,169,77,175,155,17,45,0,537,4
Pct 7857,VBM,7857,1,963,531,55.14,61,57,128,202,179,260,244,34,100,0,859,0
Pct 7858,Election Day,7858,1,791,275,34.77,19,28,41,141,64,119,114,11,40,1,522,0
Pct 7858,VBM,7858,1,791,399,50.44,37,40,71,186,114,217,210,17,63,4,629,8
Pct 7859,Election Day,7859,1,915,273,29.84,42,35,58,99,90,129,105,20,55,0,459,0
Pct 7859,VBM,7859,1,915,561,61.31,61,51,173,184,224,283,225,41,127,0,871,4
Pct 7861,Election Day,7861,1,881,268,30.42,19,37,56,118,82,124,116,20,59,0,437,4
Pct 7861,VBM,7861,1,881,508,57.66,52,41,151,214,218,267,215,24,107,0,739,4
Pct 7862,Election Day,7862,1,923,318,34.45,39,46,63,153,107,159,140,30,61,0,474,0
Pct 7862,VBM,7862,1,923,497,53.85,64,52,148,162,215,241,217,22,118,1,748,0
Pct 7863,Election Day,7863,1,939,348,37.06,40,50,82,163,120,166,142,27,62,3,533,4
Pct 7863,VBM,7863,1,939,471,50.16,39,57,109,205,174,240,214,24,94,0,724,4
Pct 7864,Election Day,7864,1,815,276,33.87,24,32,46,129,90,141,127,13,45,1,456,0
Pct 7864,VBM,7864,1,815,427,52.39,44,52,105,166,161,210,172,25,79,0,694,0
Pct 7865,Election Day,7865,1,853,274,32.12,18,40,48,130,90,133,117,18,51,2,449,0
Pct 7865,VBM,7865,1,853,480,56.27,62,40,127,205,162,227,204,32,101,6,754,0
Pct 7866,Election Day,7866,1,831,239,28.76,19,32,69,80,79,105,89,26,53,1,403,0
Pct 7866,VBM,7866,1,831,507,61.01,34,94,158,170,195,236,191,33,107,1,809,0
Pct 7867,Election Day,7867,1,946,308,32.56,26,36,76,115,100,149,132,19,51,3,521,4
Pct 7867,VBM,7867,1,946,514,54.33,66,73,141,215,212,262,230,40,150,4,655,8
Pct 7868,Election Day,7868,1,901,292,32.41,19,40,86,116,103,128,119,17,75,0,461,4
Pct 7868,VBM,7868,1,901,472,52.39,57,62,146,163,199,229,213,25,116,4,674,0
Pct 7869,Election Day,7869,1,874,304,34.78,38,36,81,138,116,149,127,26,59,0,446,0
Pct 7869,VBM,7869,1,874,485,55.49,64,57,150,208,198,254,236,28,112,1,628,4
Pct 7871,Election Day,7871,1,909,274,30.14,36,33,83,104,105,121,101,27,58,0,428,0
Pct 7871,VBM,7871,1,909,530,58.31,57,64,179,190,222,268,246,41,103,1,749,0
Pct 7872,Election Day,7872,1,902,313,34.70,49,41,74,122,114,152,143,21,62,0,470,4
Pct 7872,VBM,7872,1,902,506,56.10,67,72,147,190,210,247,212,43,129,2,697,8
Pct 7873,Election Day,7873,1,874,278,31.81,33,34,61,121,90,148,121,18,55,0,431,0
Pct 7873,VBM,7873,1,874,510,58.35,50,42,142,206,203,269,213,29,89,4,789,4
Pct 7874,Election Day,7874,1,482,167,34.65,15,18,28,86,43,79,68,15,41,0,275,0
Pct 7874,VBM,7874,1,482,241,50.00,28,39,77,110,105,131,107,16,60,4,287,0
Pct 7875,Election Day,7875,1,628,198,31.53,14,38,36,111,50,86,81,13,45,0,310,8
Pct 7875,VBM,7875,1,628,327,52.07,26,48,67,159,110,155,145,26,61,1,506,4
Pct 7901,Election Day,7901,1,1286,375,29.16,22,36,41,188,78,153,160,20,55,6,737,4
Pct 7901,VBM,7901,1,1286,577,44.87,58,70,82,248,135,257,233,28,114,5,1066,12
Pct 7902,Election Day,7902,1,1064,327,30.73,18,42,31,176,55,137,138,16,59,5,631,0
Pct 7902,VBM,7902,1,1064,515,48.40,57,71,83,249,129,238,233,38,99,2,861,0
Pct 7903,Election Day,7903,1,929,242,26.05,21,35,35,113,48,95,93,13,35,0,480,0
Pct 7903,VBM,7903,1,929,410,44.13,38,66,81,198,109,183,183,36,70,1,659,16
Pct 7904,Election Day,7904,1,926,231,24.95,22,30,30,118,50,111,102,14,44,1,402,0
Pct 7904,VBM,7904,1,926,463,50.00,35,65,92,213,131,215,213,29,104,0,751,4
Pct 7905,Election Day,7905,1,851,299,35.14,27,42,45,151,70,147,150,19,43,0,502,0
Pct 7905,VBM,7905,1,851,419,49.24,52,49,101,176,153,207,202,22,82,0,624,8
Pct 7906,Election Day,7906,1,854,275,32.20,20,36,32,135,41,126,118,14,27,0,551,0
Pct 7906,VBM,7906,1,854,378,44.26,28,46,76,179,104,190,168,19,53,0,645,4
Pct 7907,Election Day,7907,1,991,346,34.91,31,36,50,170,55,147,160,21,47,1,666,0
Pct 7907,VBM,7907,1,991,488,49.24,45,58,123,223,144,252,204,19,79,2,803,0
Pct 7908,Election Day,7908,1,1008,310,30.75,27,34,41,168,62,130,126,16,44,1,583,8
Pct 7908,VBM,7908,1,1008,562,55.75,44,64,100,267,144,247,253,35,115,1,974,4
Pct 7909,Election Day,7909,1,787,280,35.58,21,34,44,150,51,131,135,13,44,0,497,0
Pct 7909,VBM,7909,1,787,364,46.25,48,45,73,165,113,165,159,18,82,0,580,8
Pct 7911,Election Day,7911,1,907,304,33.52,18,41,57,159,73,143,142,13,37,0,533,0
Pct 7911,VBM,7911,1,907,430,47.41,44,60,75,215,121,201,185,23,76,4,712,4
Pct 7912,Election Day,7912,1,1090,348,31.93,24,41,49,189,66,151,144,20,42,0,662,4
Pct 7912,VBM,7912,1,1090,526,48.26,43,61,99,228,143,246,261,19,68,2,930,4
Pct 7913,Election Day,7913,1,964,376,39.00,40,46,56,208,75,172,189,19,43,0,652,4
Pct 7913,VBM,7913,1,964,424,43.98,42,55,68,203,107,208,205,30,73,0,705,0
Pct 7914,Election Day,7914,1,895,315,35.20,24,35,45,190,64,149,146,14,49,2,538,4
Pct 7914,VBM,7914,1,895,437,48.83,37,45,79,243,120,233,223,14,74,2,654,24
Pct 7915,Election Day,7915,1,892,329,36.88,23,44,43,192,69,167,165,15,63,0,531,4
Pct 7915,VBM,7915,1,892,387,43.39,38,41,80,202,104,175,165,22,77,3,633,8
Pct 7916,Election Day,7916,1,953,307,32.21,28,36,47,179,70,160,168,19,35,1,485,0
Pct 7916,VBM,7916,1,953,461,48.37,49,50,104,217,140,248,215,18,83,0,716,4
Pct 7917,Election Day,7917,1,1073,389,36.25,24,46,43,215,75,168,185,17,57,1,717,8
Pct 7917,VBM,7917,1,1073,479,44.64,37,64,82,244,127,242,231,34,85,1,761,8
Pct 7918,Election Day,7918,1,860,304,35.35,12,43,47,172,77,145,147,6,37,4,522,4
Pct 7918,VBM,7918,1,860,393,45.70,34,40,78,200,121,200,195,18,68,0,614,4
Pct 7919,Election Day,7919,1,928,361,38.90,20,41,49,235,65,174,167,11,46,1,627,8
Pct 7919,VBM,7919,1,928,406,43.75,26,48,86,224,109,216,204,12,84,0,611,4
Pct 7921,Election Day,7921,1,970,293,30.21,16,33,38,150,65,116,126,10,55,0,551,12
Pct 7921,VBM,7921,1,970,401,41.34,40,49,81,210,109,177,168,28,83,0,651,8
Pct 7922,Election Day,7922,1,884,306,34.62,16,30,40,166,48,140,155,16,34,0,579,0
Pct 7922,VBM,7922,1,884,399,45.14,33,50,81,203,123,226,229,13,84,4,550,0
Pct 7923,Election Day,7923,1,930,335,36.02,15,34,44,197,73,171,174,9,40,0,579,4
Pct 7923,VBM,7923,1,930,354,38.06,22,56,77,192,105,195,166,21,71,0,511,0
Pct 7924,Election Day,7924,1,883,280,31.71,21,39,25,168,52,133,137,15,42,2,486,0
Pct 7924,VBM,7924,1,883,416,47.11,31,59,92,218,106,192,184,31,90,4,653,4
Pct 7925,Election Day,7925,1,591,196,33.16,15,36,35,117,45,95,103,11,24,1,298,4
Pct 7925,VBM,7925,1,591,287,48.56,21,18,47,132,82,140,133,16,47,1,507,4
Pct 7926,Election Day,7926,1,820,259,31.59,20,32,39,132,62,137,129,6,35,1,443,0
Pct 7926,VBM,7926,1,820,436,53.17,41,36,80,216,156,245,225,26,77,1,641,0
Pct 7927,Election Day,7927,1,782,283,36.19,18,31,39,166,78,158,161,13,36,0,428,4
Pct 7927,VBM,7927,1,782,405,51.79,28,33,102,177,156,223,207,10,77,1,606,0
Pct 7928,Election Day,7928,1,976,323,33.09,22,36,54,177,104,180,185,12,48,1,473,0
Pct 7928,VBM,7928,1,976,526,53.89,50,53,107,250,178,299,266,25,111,0,757,8
Pct 7929,Election Day,7929,1,871,290,33.30,28,29,65,142,88,151,138,11,69,3,432,4
Pct 7929,VBM,7929,1,871,490,56.26,63,66,122,238,197,299,265,29,94,1,586,0
Pct 7931,Election Day,7931,1,765,252,32.94,21,31,49,131,84,133,126,12,53,0,368,0
Pct 7931,VBM,7931,1,765,435,56.86,43,48,104,208,185,247,238,28,103,3,529,4
Pct 7932,Election Day,7932,1,557,173,31.06,19,22,33,86,50,89,86,13,47,0,247,0
Pct 7932,VBM,7932,1,557,309,55.48,24,45,76,151,127,181,160,14,62,0,396,0
Pct 7933 MB,Election Day,7933,1,8,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 7933 MB,VBM,7933,1,8,7,87.50,1,2,2,2,1,0,1,1,3,0,15,0
Pct 7934,Election Day,7934,1,888,289,32.55,19,25,30,159,77,152,156,16,45,1,472,4
Pct 7934,VBM,7934,1,888,483,54.39,52,60,90,263,188,287,256,14,96,0,622,4
Pct 7935,Election Day,7935,1,949,341,35.93,19,29,69,188,122,215,194,11,50,1,466,0
Pct 7935,VBM,7935,1,949,510,53.74,38,52,145,232,229,305,289,23,108,0,619,0
Pct 7936,Election Day,7936,1,876,325,37.10,29,26,55,190,126,203,203,10,54,1,403,0
Pct 7936,VBM,7936,1,876,439,50.11,46,35,88,228,191,242,243,24,90,0,565,4
Pct 7937,Election Day,7937,1,909,325,35.75,19,27,45,164,103,172,177,9,58,1,521,4
Pct 7937,VBM,7937,1,909,455,50.06,40,49,99,238,188,268,233,15,86,1,599,4
Pct 7938,Election Day,7938,1,808,295,36.51,14,42,46,182,71,136,146,15,46,0,478,4
Pct 7938,VBM,7938,1,808,341,42.20,25,30,72,194,109,175,180,16,63,1,487,12
Pct 7939,Election Day,7939,1,674,262,38.87,14,23,51,133,85,155,155,9,45,0,378,0
Pct 7939,VBM,7939,1,674,331,49.11,33,40,69,144,126,180,171,16,64,1,472,8
Pct 7941,Election Day,7941,1,790,261,33.04,18,25,44,133,86,124,118,12,39,0,445,0
Pct 7941,VBM,7941,1,790,394,49.87,32,54,87,185,160,193,195,18,78,1,569,4
Pct 7942,Election Day,7942,1,950,299,31.47,33,55,51,158,85,119,136,18,51,1,489,0
Pct 7942,VBM,7942,1,950,470,49.47,37,70,94,218,160,230,209,33,100,0,729,0
Pct 7943,Election Day,7943,1,938,310,33.05,24,41,63,146,77,142,120,20,58,4,545,0
Pct 7943,VBM,7943,1,938,470,50.11,58,90,116,198,132,210,182,32,133,1,728,0
Pct 7944,Election Day,7944,1,830,305,36.75,20,29,51,169,96,148,145,14,48,1,499,0
Pct 7944,VBM,7944,1,830,387,46.63,39,45,83,209,144,210,207,25,74,0,512,0
Pct 7945,Election Day,7945,1,926,208,22.46,15,21,32,108,56,78,86,5,41,0,390,0
Pct 7945,VBM,7945,1,926,455,49.14,26,61,91,212,163,215,223,20,101,2,686,20
Pct 7946,Election Day,7946,1,976,225,23.05,19,34,54,117,61,93,91,11,61,1,358,0
Pct 7946,VBM,7946,1,976,491,50.31,59,95,146,214,168,196,170,41,139,1,731,4
Pct 7947,Election Day,7947,1,964,257,26.66,23,37,38,124,56,88,84,15,52,0,511,0
Pct 7947,VBM,7947,1,964,460,47.72,44,90,118,181,134,143,155,34,135,2,800,4
Pct 7948,Election Day,7948,1,933,270,28.94,17,48,53,134,58,86,91,23,58,1,511,0
Pct 7948,VBM,7948,1,933,451,48.34,43,91,114,213,143,182,180,30,124,5,663,16
Pct 7949,Election Day,7949,1,594,142,23.91,15,24,17,57,26,37,47,10,28,0,307,0
Pct 7949,VBM,7949,1,594,291,48.99,39,65,81,124,85,120,91,17,78,0,460,4
Pct 7951,Election Day,7951,1,841,189,22.47,19,35,30,90,39,67,70,11,51,0,340,4
Pct 7951,VBM,7951,1,841,456,54.22,47,91,133,169,142,182,133,29,116,3,771,8
Pct 7952,Election Day,7952,1,865,221,25.55,17,42,39,110,55,60,81,16,57,1,402,4
Pct 7952,VBM,7952,1,865,430,49.71,56,89,95,206,110,166,153,25,117,6,697,0
Pct 7953,Election Day,7953,1,853,216,25.32,18,39,46,110,45,90,92,15,44,1,360,4
Pct 7953,VBM,7953,1,853,461,54.04,56,87,129,169,126,180,152,45,149,4,743,4
Pct 7954 MB,Election Day,7954,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 7954 MB,VBM,7954,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 7955,Election Day,7955,1,899,218,24.25,26,36,33,91,47,73,79,23,45,0,411,8
Pct 7955,VBM,7955,1,899,466,51.84,62,123,137,204,157,179,135,27,141,2,689,8
Pct 7956,Election Day,7956,1,779,199,25.55,18,40,44,86,33,58,64,18,40,0,395,0
Pct 7956,VBM,7956,1,779,380,48.78,39,86,101,152,128,147,105,24,123,1,606,8
Pct 7957,Election Day,7957,1,664,188,28.31,20,31,35,87,52,72,77,17,43,1,317,0
Pct 7957,VBM,7957,1,664,336,50.60,31,78,75,163,104,125,113,23,98,1,533,0
Pct 7958 MB,Election Day,7958,1,291,8,2.75,1,2,1,5,1,2,3,1,1,0,15,0
Pct 7958 MB,VBM,7958,1,291,191,65.64,14,28,47,90,46,76,60,13,32,1,357,0
Pct 9001 MB,Election Day,9001,1,269,11,4.09,2,2,0,2,2,0,1,1,1,0,33,0
Pct 9001 MB,VBM,9001,1,269,186,69.14,28,47,50,85,70,68,73,24,57,1,237,4
Pct 9101,Election Day,9101,1,899,296,32.93,34,63,55,106,71,97,87,23,62,0,582,4
Pct 9101,VBM,9101,1,899,444,49.39,56,90,118,158,137,154,133,27,116,0,775,12
Pct 9102,Election Day,9102,1,989,313,31.65,31,56,57,114,85,113,111,21,62,0,598,4
Pct 9102,VBM,9102,1,989,504,50.96,70,120,131,182,156,198,179,32,124,4,816,4
Pct 9103,Election Day,9103,1,971,317,32.65,31,77,82,107,92,111,93,23,66,0,582,4
Pct 9103,VBM,9103,1,971,469,48.30,75,96,109,139,152,188,143,30,119,4,813,8
Pct 9104,Election Day,9104,1,1004,273,27.19,36,60,49,114,69,95,104,23,59,0,483,0
Pct 9104,VBM,9104,1,1004,522,51.99,90,106,125,190,177,196,199,28,108,0,861,8
Pct 9105,Election Day,9105,1,975,316,32.41,30,60,77,123,105,147,116,19,57,0,526,4
Pct 9105,VBM,9105,1,975,501,51.38,65,94,132,161,154,191,160,34,117,5,887,4
Pct 9106,Election Day,9106,1,938,307,32.73,33,61,76,127,101,113,105,16,71,0,521,4
Pct 9106,VBM,9106,1,938,512,54.58,63,86,152,168,179,207,168,40,131,2,848,4
Pct 9107,Election Day,9107,1,859,290,33.76,35,64,59,100,68,90,85,20,63,0,572,4
Pct 9107,VBM,9107,1,859,389,45.29,53,99,91,140,106,131,127,26,87,1,683,12
Pct 9108,Election Day,9108,1,815,294,36.07,38,58,67,117,89,113,104,20,77,0,493,0
Pct 9108,VBM,9108,1,815,397,48.71,51,71,105,147,117,183,137,23,101,1,648,4
Pct 9109,Election Day,9109,1,875,311,35.54,34,58,67,104,101,112,105,16,69,1,577,0
Pct 9109,VBM,9109,1,875,438,50.06,59,70,100,161,156,184,149,23,101,2,743,4
Pct 9111,Election Day,9111,1,785,278,35.41,19,46,43,98,72,89,87,12,50,0,592,4
Pct 9111,VBM,9111,1,785,359,45.73,47,63,78,127,102,151,124,34,76,0,630,4
Pct 9112,Election Day,9112,1,975,294,30.15,27,57,66,116,83,121,100,13,56,1,536,0
Pct 9112,VBM,9112,1,975,510,52.31,59,86,124,170,145,201,183,31,140,1,900,0
Pct 9113,Election Day,9113,1,1008,331,32.84,42,63,79,140,100,130,127,23,71,0,545,4
Pct 9113,VBM,9113,1,1008,522,51.79,76,70,138,173,182,231,204,28,127,1,858,0
Pct 9114,Election Day,9114,1,913,308,33.73,22,52,62,101,72,111,113,14,66,0,619,0
Pct 9114,VBM,9114,1,913,441,48.30,55,85,108,160,135,173,148,28,90,5,773,4
Pct 9115,Election Day,9115,1,948,293,30.91,30,49,54,108,73,115,117,21,55,0,550,0
Pct 9115,VBM,9115,1,948,468,49.37,43,74,112,162,139,197,151,30,87,6,871,0
Pct 9116,Election Day,9116,1,986,326,33.06,37,67,54,150,89,136,130,15,51,1,574,0
Pct 9116,VBM,9116,1,986,485,49.19,53,95,104,171,148,196,178,28,93,3,871,0
Pct 9117,Election Day,9117,1,785,232,29.55,30,42,61,88,82,89,88,22,58,1,367,0
Pct 9117,VBM,9117,1,785,438,55.80,68,68,121,110,160,159,123,22,95,0,826,0
Pct 9118,Election Day,9118,1,987,295,29.89,24,60,60,113,73,112,92,17,63,0,566,0
Pct 9118,VBM,9118,1,987,485,49.14,60,100,113,171,135,166,134,34,109,0,918,0
Pct 9119,Election Day,9119,1,911,275,30.19,31,56,52,89,68,95,91,17,73,1,523,4
Pct 9119,VBM,9119,1,911,469,51.48,53,82,106,174,155,181,148,36,120,1,820,0
Pct 9121,Election Day,9121,1,950,314,33.05,38,73,62,125,90,117,96,26,75,0,554,0
Pct 9121,VBM,9121,1,950,444,46.74,65,104,125,154,135,168,133,26,100,3,759,4
Pct 9122,Election Day,9122,1,976,262,26.84,20,38,48,107,64,102,107,17,54,0,491,0
Pct 9122,VBM,9122,1,976,507,51.95,63,105,125,157,140,176,135,35,121,3,964,4
Pct 9123,Election Day,9123,1,902,290,32.15,33,66,60,112,84,105,88,27,55,2,528,0
Pct 9123,VBM,9123,1,902,450,49.89,57,95,119,156,124,177,142,25,101,2,798,4
Pct 9124,Election Day,9124,1,940,263,27.98,23,53,50,88,61,90,90,6,54,1,536,0
Pct 9124,VBM,9124,1,940,467,49.68,64,115,112,153,142,176,146,29,90,0,841,0
Pct 9125,Election Day,9125,1,911,263,28.87,27,50,58,103,72,104,84,12,45,0,497,0
Pct 9125,VBM,9125,1,911,477,52.36,56,87,121,161,149,193,144,38,119,0,836,4
Pct 9126,Election Day,9126,1,978,283,28.94,28,48,54,112,77,122,114,20,47,1,505,4
Pct 9126,VBM,9126,1,978,537,54.91,70,113,135,187,160,203,154,29,127,1,965,4
Pct 9127,Election Day,9127,1,985,347,35.23,40,68,67,144,102,155,134,16,60,0,602,0
Pct 9127,VBM,9127,1,985,472,47.92,52,93,120,163,143,184,159,30,109,1,830,4
Pct 9128,Election Day,9128,1,859,282,32.83,21,44,57,95,88,117,101,15,60,0,530,0
Pct 9128,VBM,9128,1,859,445,51.80,54,102,107,164,145,172,138,14,91,1,792,0
Pct 9129,Election Day,9129,1,772,259,33.55,24,50,49,97,72,100,84,22,54,5,479,0
Pct 9129,VBM,9129,1,772,362,46.89,46,69,102,112,108,148,114,21,82,0,642,4
Pct 9131,Election Day,9131,1,806,250,31.02,33,53,48,95,75,100,94,14,51,4,433,0
Pct 9131,VBM,9131,1,806,411,50.99,50,80,105,156,134,172,129,13,82,5,718,0
Pct 9132,Election Day,9132,1,898,297,33.07,31,57,46,114,82,116,113,12,51,0,566,0
Pct 9132,VBM,9132,1,898,404,44.99,48,74,96,148,135,181,152,19,73,0,682,8
Pct 9133,Election Day,9133,1,1083,299,27.61,38,58,64,130,92,137,115,12,61,2,479,8
Pct 9133,VBM,9133,1,1083,589,54.39,75,115,147,203,182,230,175,38,135,7,1041,8
Pct 9134,Election Day,9134,1,937,248,26.47,22,38,36,89,53,83,72,12,35,0,552,0
Pct 9134,VBM,9134,1,937,519,55.39,66,93,128,156,138,193,168,37,104,1,992,0
Pct 9135,Election Day,9135,1,831,242,29.12,20,42,35,86,53,89,91,27,51,0,474,0
Pct 9135,VBM,9135,1,831,410,49.34,58,65,71,130,115,144,121,47,93,4,788,4
Pct 9136,Election Day,9136,1,952,313,32.88,28,51,55,118,79,110,98,21,55,1,636,0
Pct 9136,VBM,9136,1,952,475,49.89,73,78,122,190,155,220,174,25,107,5,747,4
Pct 9137,Election Day,9137,1,977,287,29.38,29,63,55,115,81,100,105,17,62,4,517,0
Pct 9137,VBM,9137,1,977,498,50.97,70,92,126,196,155,197,156,32,113,5,846,4
Pct 9138,Election Day,9138,1,930,264,28.39,35,63,55,98,70,99,82,21,54,0,479,0
Pct 9138,VBM,9138,1,930,507,54.52,52,119,145,202,155,213,155,38,101,10,838,0
Pct 9139,Election Day,9139,1,1004,298,29.68,28,61,81,111,83,122,88,23,78,1,516,0
Pct 9139,VBM,9139,1,1004,533,53.09,74,103,142,190,166,208,177,44,130,3,895,0
Pct 9141,Election Day,9141,1,963,296,30.74,44,63,63,109,76,106,111,29,67,0,516,0
Pct 9141,VBM,9141,1,963,498,51.71,54,127,144,177,171,201,156,29,126,1,806,0
Pct 9142,Election Day,9142,1,1003,327,32.60,37,65,69,132,90,126,123,21,66,0,579,0
Pct 9142,VBM,9142,1,1003,516,51.45,52,116,133,207,182,239,202,28,111,0,790,4
Pct 9143,Election Day,9143,1,921,290,31.49,31,54,66,125,85,131,111,16,53,1,487,0
Pct 9143,VBM,9143,1,921,457,49.62,62,82,105,161,138,178,139,31,100,0,832,0
Pct 9144,Election Day,9144,1,983,341,34.69,57,66,83,126,112,142,130,25,68,1,554,0
