PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7332,VBM,7332,1,889,444,49.94,205,179,52,0
Pct 7333,Election Day,7333,1,1101,324,29.43,129,134,60,0
Pct 7333,VBM,7333,1,1101,564,51.23,204,252,94,0
Pct 7334,Election Day,7334,1,963,248,25.75,90,119,37,0
Pct 7334,VBM,7334,1,963,526,54.62,212,218,84,0
Pct 7335,Election Day,7335,1,1002,306,30.54,124,123,59,0
Pct 7335,VBM,7335,1,1002,588,58.68,191,316,64,1
Pct 7336,Election Day,7336,1,1017,275,27.04,102,113,60,0
Pct 7336,VBM,7336,1,1017,608,59.78,199,319,77,0
Pct 7337,Election Day,7337,1,944,223,23.62,83,109,31,0
Pct 7337,VBM,7337,1,944,532,56.36,163,279,78,1
Pct 7338,Election Day,7338,1,1005,195,19.40,70,84,43,0
Pct 7338,VBM,7338,1,1005,500,49.75,170,254,65,0
Pct 7339,Election Day,7339,1,660,179,27.12,83,73,23,0
Pct 7339,VBM,7339,1,660,316,47.88,138,133,41,0
Pct 7341,Election Day,7341,1,974,289,29.67,127,99,57,0
Pct 7341,VBM,7341,1,974,476,48.87,220,185,67,0
Pct 7342,Election Day,7342,1,1034,380,36.75,166,153,62,0
Pct 7342,VBM,7342,1,1034,411,39.75,186,169,49,0
Pct 7343,Election Day,7343,1,746,267,35.79,131,84,51,2
Pct 7343,VBM,7343,1,746,351,47.05,159,136,51,0
Pct 7344,Election Day,7344,1,1143,352,30.80,144,128,80,0
Pct 7344,VBM,7344,1,1143,564,49.34,227,253,77,1
Pct 7345,Election Day,7345,1,1186,365,30.78,159,128,78,0
Pct 7345,VBM,7345,1,1186,526,44.35,220,200,95,0
Pct 7346,Election Day,7346,1,991,328,33.10,174,112,43,0
Pct 7346,VBM,7346,1,991,434,43.79,188,181,54,1
Pct 7347,Election Day,7347,1,1085,335,30.88,164,114,56,0
Pct 7347,VBM,7347,1,1085,506,46.64,229,199,61,0
Pct 7348,Election Day,7348,1,957,231,24.14,95,91,46,0
Pct 7348,VBM,7348,1,957,416,43.47,172,176,53,0
Pct 7349,Election Day,7349,1,1006,277,27.53,122,114,40,1
Pct 7349,VBM,7349,1,1006,494,49.11,200,213,70,0
Pct 7501,Election Day,7501,1,574,201,35.02,50,117,34,0
Pct 7501,VBM,7501,1,574,321,55.92,83,181,50,0
Pct 7502,Election Day,7502,1,808,240,29.70,94,105,42,0
Pct 7502,VBM,7502,1,808,454,56.19,152,225,66,0
Pct 7503,Election Day,7503,1,808,252,31.19,102,110,43,0
Pct 7503,VBM,7503,1,808,436,53.96,174,201,49,0
Pct 7504,Election Day,7504,1,503,158,31.41,71,46,39,0
Pct 7504,VBM,7504,1,503,262,52.09,111,100,39,0
Pct 7505,Election Day,7505,1,915,181,19.78,61,93,26,1
Pct 7505,VBM,7505,1,915,581,63.50,158,334,73,0
Pct 7506,Election Day,7506,1,1018,261,25.64,110,98,52,0
Pct 7506,VBM,7506,1,1018,537,52.75,205,237,75,0
Pct 7507,Election Day,7507,1,992,244,24.60,113,92,39,1
Pct 7507,VBM,7507,1,992,387,39.01,202,149,30,2
Pct 7508,Election Day,7508,1,735,150,20.41,52,73,24,0
Pct 7508,VBM,7508,1,735,456,62.04,159,240,49,1
Pct 7509/7511,Election Day,7509,1,1006,260,25.84,108,119,35,0
Pct 7509/7511,VBM,7509,1,1006,565,56.16,223,252,78,0
Pct 7512,Election Day,7512,1,638,168,26.33,83,65,20,0
Pct 7512,VBM,7512,1,638,325,50.94,131,148,41,0
Pct 7513,Election Day,7513,1,836,257,30.74,119,83,57,0
Pct 7513,VBM,7513,1,836,344,41.15,148,147,42,1
Pct 7514,Election Day,7514,1,886,186,20.99,93,54,40,0
Pct 7514,VBM,7514,1,886,358,40.41,162,163,26,0
Pct 7515,Election Day,7515,1,898,262,29.18,104,117,40,1
Pct 7515,VBM,7515,1,898,448,49.89,165,230,47,0
Pct 7516,Election Day,7516,1,907,201,22.16,67,100,34,0
Pct 7516,VBM,7516,1,907,558,61.52,207,268,78,0
Pct 7517,Election Day,7517,1,956,354,37.03,157,141,56,0
Pct 7517,VBM,7517,1,956,472,49.37,210,197,57,0
Pct 7518,Election Day,7518,1,993,356,35.85,191,119,48,0
Pct 7518,VBM,7518,1,993,502,50.55,207,232,54,0
Pct 7519,Election Day,7519,1,802,283,35.29,127,114,42,0
Pct 7519,VBM,7519,1,802,393,49.00,175,150,58,0
Pct 7521,Election Day,7521,1,854,321,37.59,144,131,48,0
Pct 7521,VBM,7521,1,854,405,47.42,180,170,43,0
Pct 7522,Election Day,7522,1,848,307,36.20,156,114,36,0
Pct 7522,VBM,7522,1,848,435,51.30,194,184,51,0
Pct 7523,Election Day,7523,1,821,288,35.08,171,87,29,0
Pct 7523,VBM,7523,1,821,401,48.84,176,168,51,0
Pct 7524,Election Day,7524,1,728,228,31.32,107,89,31,0
Pct 7524,VBM,7524,1,728,304,41.76,128,130,41,0
Pct 7525,Election Day,7525,1,870,236,27.13,121,84,31,0
Pct 7525,VBM,7525,1,870,400,45.98,166,171,52,1
Pct 7526,Election Day,7526,1,999,280,28.03,139,105,30,0
Pct 7526,VBM,7526,1,999,578,57.86,241,256,70,0
Pct 7527/7528,Election Day,7527,1,773,258,33.38,120,100,33,0
Pct 7527/7528,VBM,7527,1,773,366,47.35,140,170,47,0
Pct 7529,Election Day,7529,1,992,318,32.06,164,111,45,0
Pct 7529,VBM,7529,1,992,542,54.64,232,250,52,0
Pct 7531,Election Day,7531,1,954,301,31.55,150,112,40,1
Pct 7531,VBM,7531,1,954,504,52.83,215,213,69,0
Pct 7532,Election Day,7532,1,886,280,31.60,127,102,49,1
Pct 7532,VBM,7532,1,886,461,52.03,168,217,68,1
